method,seed,task,threshold,overall,cpa,matched,cpa_minus_overall,cpa_minus_matched
reservoir,71,wind5,1.5,1.2667604790776967,1.1129123724990941,1.2395108090577451,-0.1538481065786026,-0.126598436558651
reservoir,71,wind5,2.0,1.2667604790776967,1.0664867545333292,1.2330616125618439,-0.20027372454436754,-0.16657485802851468
reservoir,89,wind5,0.5,0.22711637303233145,0.19140125346031917,0.13268542444255738,-0.03571511957201229,0.05871582901776179
reservoir,89,wind5,1.0,0.22711637303233145,0.24027381773894504,0.19306152004654,0.013157444706613591,0.047212297692405036
reservoir,89,wind5,1.5,0.22711637303233145,0.17535013629216625,0.17548500913204462,-0.0517662367401652,-0.0001348728398783694
reservoir,89,wind5,2.0,0.22711637303233145,0.20660430886713302,0.1598387672066043,-0.020512064165198435,0.04676554166052871
reservoir,107,wind5,0.5,0.17764396299421786,0.4394746819499192,0.16248584488672635,0.2618307189557013,0.2769888370631928
reservoir,107,wind5,1.0,0.17764396299421786,0.30266036168798716,0.186063306802917,0.1250163986937693,0.11659705488507016
reservoir,107,wind5,1.5,0.17764396299421786,0.262754219047951,0.18594993789969463,0.08511025605373312,0.07680428114825635
reservoir,107,wind5,2.0,0.17764396299421786,0.21670263314010235,0.1675362215663545,0.03905867014588449,0.04916641157374785
gss_adapted,7,wind5,0.5,-0.09974863956868649,-0.4287805253058482,-0.1707029360025245,-0.3290318857371617,-0.2580775893033237
gss_adapted,7,wind5,1.0,-0.09974863956868649,-0.2103197410491127,-0.1515628867309084,-0.1105711014804262,-0.058756854318204293
gss_adapted,7,wind5,1.5,-0.09974863956868649,-0.1985074025163096,-0.1473014356863045,-0.09875876294762312,-0.05120596683000511
gss_adapted,7,wind5,2.0,-0.09974863956868649,-0.14478732160087002,-0.13993560258480248,-0.04503868203218353,-0.0048517190160675405
gss_adapted,11,wind5,0.5,-0.48963032257556915,-1.0919422721786864,-0.6222803274684064,-0.6023119496031173,-0.46966194471028
gss_adapted,11,wind5,1.0,-0.48963032257556915,-0.8572205458040412,-0.562474393327541,-0.367590223228472,-0.29474615247650016
gss_adapted,11,wind5,1.5,-0.48963032257556915,-0.7734948433294929,-0.5459959421015897,-0.28386452075392377,-0.22749890122790317
gss_adapted,11,wind5,2.0,-0.48963032257556915,-0.6459985499140047,-0.5300192265473583,-0.15636822733843558,-0.1159793233666464
gss_adapted,23,wind5,0.5,-0.18811456712335348,-0.4915543253159827,-0.22141962814176092,-0.30343975819262925,-0.2701346971742218
gss_adapted,23,wind5,1.0,-0.18811456712335348,-0.3552362725712948,-0.20675729725495798,-0.16712170544794133,-0.14847897531633683
gss_adapted,23,wind5,1.5,-0.18811456712335348,-0.29129951502776946,-0.20972864110758513,-0.10318494790441599,-0.08157087392018433
gss_adapted,23,wind5,2.0,-0.18811456712335348,-0.2538606797214769,-0.20899219525554397,-0.06574611259812344,-0.044868484465932945
gss_adapted,47,wind5,0.5,0.243486443862319,-0.21954556018303914,0.18624693165417955,-0.46303200404535816,-0.40579249183721866
gss_adapted,47,wind5,1.0,0.243486443862319,0.02177252492000317,0.22739795252808567,-0.22171391894231582,-0.2056254276080825
gss_adapted,47,wind5,1.5,0.243486443862319,0.14506376065454163,0.23394767929385113,-0.09842268320777736,-0.0888839186393095
gss_adapted,47,wind5,2.0,0.243486443862319,0.17868970591519384,0.2241085208388355,-0.06479673794712515,-0.045418814923641665
gss_adapted,59,wind5,0.5,-0.254655789270997,-0.7734142484938263,-0.31235649045892383,-0.5187584592228294,-0.4610577580349025
gss_adapted,59,wind5,1.0,-0.254655789270997,-0.40517110442534904,-0.2696883145450015,-0.15051531515435201,-0.13548278988034756
gss_adapted,59,wind5,1.5,-0.254655789270997,-0.3208282325572405,-0.26883645036863585,-0.0661724432862435,-0.051991782188604674
gss_adapted,59,wind5,2.0,-0.254655789270997,-0.2986198501480311,-0.2753218070973898,-0.043964060877034083,-0.023298043050641315
gss_adapted,71,wind5,0.5,0.477025606662035,0.22691933497501787,0.4043476912331311,-0.2501062716870171,-0.1774283562581132
gss_adapted,71,wind5,1.0,0.477025606662035,0.41914736184822377,0.43203800186560687,-0.05787824481381121,-0.012890640017383104
gss_adapted,71,wind5,1.5,0.477025606662035,0.4521526293028192,0.43823923958331523,-0.024872977359215787,0.013913389719503955
gss_adapted,71,wind5,2.0,0.477025606662035,0.4750120112708141,0.44457908067652224,-0.002013595391220868,0.030432930594291863
gss_adapted,89,wind5,0.5,-0.2767877535074949,-0.5781406756893844,-0.31521128459343106,-0.3013529221818895,-0.26292939109595337
gss_adapted,89,wind5,1.0,-0.2767877535074949,-0.41130783011415184,-0.30067709239489904,-0.13452007660665694,-0.1106307377192528
gss_adapted,89,wind5,1.5,-0.2767877535074949,-0.38335104356233846,-0.3025227611949466,-0.10656329005484355,-0.08082828236739187
gss_adapted,89,wind5,2.0,-0.2767877535074949,-0.31124064114772315,-0.30920214874367224,-0.03445288764022825,-0.0020384924040509067
gss_adapted,107,wind5,0.5,1.4372859427779914,0.8803922655476126,1.3484147968400009,-0.5568936772303787,-0.46802253129238824
gss_adapted,107,wind5,1.0,1.4372859427779914,1.338496631891684,1.3831214917473074,-0.09878931088630738,-0.04462485985562337
gss_adapted,107,wind5,1.5,1.4372859427779914,1.3946383609867408,1.4064645384553078,-0.04264758179125061,-0.011826177468567067
gss_adapted,107,wind5,2.0,1.4372859427779914,1.4711813594408285,1.415963383321134,0.03389541666283713,0.05521797611969448
cgsm_dual,7,wind5,0.5,-0.24153560952842235,-0.5174815126095608,-0.3564482368439019,-0.2759459030811384,-0.16103327576565885
cgsm_dual,7,wind5,1.0,-0.24153560952842235,-0.32932241490719044,-0.3039906823408951,-0.0877868053787681,-0.02533173256629534
cgsm_dual,7,wind5,1.5,-0.24153560952842235,-0.3279401993136441,-0.30471141742663366,-0.08640458978522175,-0.02322878188701044
cgsm_dual,7,wind5,2.0,-0.24153560952842235,-0.24329885556987196,-0.2984448732174162,-0.0017632460414496176,0.05514601764754423
cgsm_dual,11,wind5,0.5,-0.3660771563649178,-1.3890465621118713,-0.5483974672588193,-1.0229694057469536,-0.840649094853052
cgsm_dual,11,wind5,1.0,-0.3660771563649178,-0.931381792056754,-0.4703499795538876,-0.5653046356918362,-0.4610318125028664
cgsm_dual,11,wind5,1.5,-0.3660771563649178,-0.7585284656110501,-0.4418219019175874,-0.39245130924613236,-0.31670656369346273
cgsm_dual,11,wind5,2.0,-0.3660771563649178,-0.6053736961484378,-0.4312809762760364,-0.23929653978352006,-0.17409271987240144
cgsm_dual,23,wind5,0.5,0.008856417924165725,-0.15736814882535083,-0.013389596122092408,-0.16622456674951655,-0.14397855270325843
cgsm_dual,23,wind5,1.0,0.008856417924165725,-0.06739306851889008,-0.004326117594258522,-0.0762494864430558,-0.06306695092463156
cgsm_dual,23,wind5,1.5,0.008856417924165725,-0.07135169821914154,-0.007413292318800256,-0.08020811614330726,-0.06393840590034129
cgsm_dual,23,wind5,2.0,0.008856417924165725,-0.046497864639446024,-0.00551358474370547,-0.055354282563611745,-0.04098427989574056
cgsm_dual,47,wind5,0.5,-0.20471952809393407,-0.30745151420687417,-0.2421426152884062,-0.1027319861129401,-0.06530889891846797
cgsm_dual,47,wind5,1.0,-0.20471952809393407,-0.26833494524443124,-0.22080679282030338,-0.06361541715049718,-0.04752815242412786
cgsm_dual,47,wind5,1.5,-0.20471952809393407,-0.25541367499580353,-0.22041213703381246,-0.050694146901869463,-0.03500153796199107
cgsm_dual,47,wind5,2.0,-0.20471952809393407,-0.22835558678259488,-0.22896338030321234,-0.02363605868866081,0.0006077935206174612
cgsm_dual,59,wind5,0.5,-0.43301271139085296,-0.7053624412436394,-0.4891000464542586,-0.2723497298527865,-0.21626239478938086
cgsm_dual,59,wind5,1.0,-0.43301271139085296,-0.5026100027029219,-0.4523974935245843,-0.06959729131206893,-0.05021250917833758
cgsm_dual,59,wind5,1.5,-0.43301271139085296,-0.45982837940609717,-0.46488613947057544,-0.02681566801524421,0.005057760064478278
cgsm_dual,59,wind5,2.0,-0.43301271139085296,-0.4290271926806107,-0.4606867659690424,0.003985518710242275,0.03165957328843172
cgsm_dual,71,wind5,0.5,-0.25064762100577354,-0.5737959499097174,-0.36725052575455847,-0.32314832890394385,-0.20654542415515892
cgsm_dual,71,wind5,1.0,-0.25064762100577354,-0.3813995190312364,-0.2980492835912687,-0.1307518980254629,-0.08335023543996772
cgsm_dual,71,wind5,1.5,-0.25064762100577354,-0.3504395938671387,-0.3045540281012388,-0.09979197286136515,-0.04588556576589986
cgsm_dual,71,wind5,2.0,-0.25064762100577354,-0.287821044877034,-0.30753534156151835,-0.03717342387126049,0.019714296684484323
cgsm_dual,89,wind5,0.5,-0.01750153608620167,-0.4929093263900963,-0.06989850247676918,-0.4754077903038947,-0.4230108239133271
cgsm_dual,89,wind5,1.0,-0.01750153608620167,-0.17413992055410304,-0.040874285593135794,-0.15663838446790138,-0.13326563496096724
cgsm_dual,89,wind5,1.5,-0.01750153608620167,-0.12199331274489512,-0.05321592499485293,-0.10449177665869346,-0.06877738775004219
cgsm_dual,89,wind5,2.0,-0.01750153608620167,-0.02969013525713751,-0.06031891807697734,-0.01218859917093584,0.03062878281983983
cgsm_dual,107,wind5,0.5,0.7649572503119707,0.3628105865257561,0.7250164231547299,-0.4021466637862146,-0.3622058366289738
cgsm_dual,107,wind5,1.0,0.7649572503119707,0.6883704015800001,0.7373930053531,-0.07658684873197064,-0.04902260377309997
cgsm_dual,107,wind5,1.5,0.7649572503119707,0.7376010922454206,0.7488278810234722,-0.027356158066550118,-0.01122678877805161
cgsm_dual,107,wind5,2.0,0.7649572503119707,0.7999670805239018,0.748957421073695,0.03500983021193105,0.051009659450206746
dualls_adapted,7,wind5,0.5,-0.17252637687325478,-0.2848870008234765,-0.19036091076517467,-0.11236062395022173,-0.09452609005830184
dualls_adapted,7,wind5,1.0,-0.17252637687325478,-0.22758589820977881,-0.1705194077704696,-0.05505952133652403,-0.057066490439309225
dualls_adapted,7,wind5,1.5,-0.17252637687325478,-0.2286939071300672,-0.184967437675588,-0.056167530256812426,-0.04372646945447922
dualls_adapted,7,wind5,2.0,-0.17252637687325478,-0.2072125023946092,-0.18357687928347802,-0.034686125521354416,-0.023635623111131182
dualls_adapted,11,wind5,0.5,0.23640481600165367,-0.2216926574896855,0.13889707075058205,-0.45809747349133917,-0.3605897282402676
dualls_adapted,11,wind5,1.0,0.23640481600165367,-0.021580081531290592,0.18997341571730642,-0.25798489753294424,-0.211553497248597
dualls_adapted,11,wind5,1.5,0.23640481600165367,0.015176876097990781,0.20812497299517377,-0.22122793990366288,-0.19294809689718298
dualls_adapted,11,wind5,2.0,0.23640481600165367,0.10069766027272552,0.21291289766775065,-0.13570715572892816,-0.11221523739502513
dualls_adapted,23,wind5,0.5,0.008971820138394832,0.05234061236119574,-0.026816985035576547,0.043368792222800906,0.07915759739677229
dualls_adapted,23,wind5,1.0,0.008971820138394832,0.00920843671531271,-0.012625969133104027,0.0002366165769178783,0.021834405848416737
dualls_adapted,23,wind5,1.5,0.008971820138394832,0.029943258070633316,-0.0009390132827848795,0.020971437932238483,0.030882271353418193
dualls_adapted,23,wind5,2.0,0.008971820138394832,0.032392303039623205,0.0014934851780241246,0.023420482901228373,0.03089881786159908
dualls_adapted,47,wind5,0.5,0.1476627238318324,0.28300767987491976,0.10121385492462832,0.13534495604308736,0.18179382495029145
dualls_adapted,47,wind5,1.0,0.1476627238318324,0.21632500248252742,0.13870120415966083,0.06866227865069502,0.07762379832286659
dualls_adapted,47,wind5,1.5,0.1476627238318324,0.22917259336250126,0.1565840038763758,0.08150986953066885,0.07258858948612545
dualls_adapted,47,wind5,2.0,0.1476627238318324,0.21440150207496858,0.14336374993190573,0.06673877824313618,0.07103775214306285
dualls_adapted,59,wind5,0.5,0.025246128246188163,0.07310005623823518,0.0011123918089015758,0.04785392799204702,0.0719876644293336
dualls_adapted,59,wind5,1.0,0.025246128246188163,0.07906927210684964,0.010819349735000029,0.053823143860661476,0.06824992237184961
dualls_adapted,59,wind5,1.5,0.025246128246188163,0.09582550436819703,0.01388031943378742,0.07057937612200887,0.08194518493440961
dualls_adapted,59,wind5,2.0,0.025246128246188163,0.07390306939716623,0.014315610606359103,0.04865694115097807,0.05958745879080713
dualls_adapted,71,wind5,0.5,0.07989193333685399,-0.450807851590928,-0.011231341168571262,-0.530699784927782,-0.43957651042235674
dualls_adapted,71,wind5,1.0,0.07989193333685399,-0.20002150783432424,0.02583142664052156,-0.2799134411711782,-0.2258529344748458
dualls_adapted,71,wind5,1.5,0.07989193333685399,-0.11296710120567428,0.043549326342475,-0.19285903454252828,-0.1565164275481493
dualls_adapted,71,wind5,2.0,0.07989193333685399,-0.05345026341797698,0.045401624943416825,-0.13334219675483097,-0.0988518883613938
dualls_adapted,89,wind5,0.5,-0.09553916169703007,-0.4380716000962409,-0.1363442206507103,-0.3425324383992108,-0.30172737944553063
dualls_adapted,89,wind5,1.0,-0.09553916169703007,-0.2360782884439155,-0.12241010962647703,-0.14053912674688546,-0.11366817881743849
dualls_adapted,89,wind5,1.5,-0.09553916169703007,-0.2181571856275335,-0.12274485453645004,-0.12261802393050343,-0.09541233109108346
dualls_adapted,89,wind5,2.0,-0.09553916169703007,-0.15643431147926662,-0.1281558080591995,-0.06089514978223655,-0.02827850342006713
dualls_adapted,107,wind5,0.5,-0.09271498200297355,-0.2928358479669899,-0.1311652843414957,-0.20012086596401635,-0.1616705636254942
dualls_adapted,107,wind5,1.0,-0.09271498200297355,-0.15692020520477218,-0.10072740879112302,-0.06420522320179863,-0.05619279641364916
dualls_adapted,107,wind5,1.5,-0.09271498200297355,-0.12799284577272058,-0.09904441188946003,-0.03527786376974702,-0.028948433883260544
dualls_adapted,107,wind5,2.0,-0.09271498200297355,-0.09453740159698713,-0.10598437921485333,-0.0018224195940135801,0.0114469776178662
finetune,7,speed15,0.5,22.428004644244908,33.44889201484259,23.463330213646284,11.020887370597684,9.985561801196308
finetune,7,speed15,1.0,22.428004644244908,30.466024865367135,23.586678927702067,8.038020221122228,6.879345937665068
finetune,7,speed15,1.5,22.428004644244908,28.169435844861944,23.334612197094373,5.741431200617036,4.834823647767571
finetune,7,speed15,2.0,22.428004644244908,27.277149695119693,23.195993229426048,4.849145050874785,4.081156465693645
finetune,11,speed15,0.5,37.21937826481089,44.75132378154588,38.18555564094239,7.531945516734986,6.565768140603488
finetune,11,speed15,1.0,37.21937826481089,43.475294839919805,38.50054506893297,6.2559165751089125,4.974749770986833
finetune,11,speed15,1.5,37.21937826481089,41.708370621405216,38.169805781423655,4.4889923565943235,3.538564839981561
finetune,11,speed15,2.0,37.21937826481089,41.08971086600787,38.00147989611797,3.870332601196978,3.0882309698898993
finetune,23,speed15,0.5,35.14492683908343,40.26364393098262,35.65566592214482,5.118717091899185,4.607978008837797
finetune,23,speed15,1.0,35.14492683908343,39.022388913607664,35.94262109840162,3.8774620745242316,3.079767815206047
finetune,23,speed15,1.5,35.14492683908343,37.8111173890855,35.76923648331548,2.666190550002071,2.0418809057700216
finetune,23,speed15,2.0,35.14492683908343,37.31607732964941,35.65605796022698,2.171150490565978,1.6600193694224288
finetune,47,speed15,0.5,24.672338658005,32.14876409887689,25.351742085372496,7.476425440871889,6.797022013504392
finetune,47,speed15,1.0,24.672338658005,30.16908543801036,25.65070600242066,5.49674678000536,4.518379435589701
finetune,47,speed15,1.5,24.672338658005,28.424341979234114,25.443447466660498,3.7520033212291146,2.9808945125736166
finetune,47,speed15,2.0,24.672338658005,27.802368295477333,25.26603496053741,3.130029637472333,2.536333334939922
finetune,59,speed15,0.5,23.501644673034548,33.53745662623528,24.475443889685117,10.035811953200735,9.062012736550166
finetune,59,speed15,1.0,23.501644673034548,31.124737193123398,24.794178744610907,7.62309252008885,6.330558448512491
finetune,59,speed15,1.5,23.501644673034548,28.964501239569937,24.498468089518095,5.46285656653539,4.466033150051842
finetune,59,speed15,2.0,23.501644673034548,28.12870076631219,24.34583716913614,4.627056093277641,3.78286359717605
finetune,71,speed15,0.5,22.579532338380815,32.513476124521596,23.381186192741584,9.93394378614078,9.132289931780011
finetune,71,speed15,1.0,22.579532338380815,29.65003224052595,23.621871366264752,7.070499902145134,6.0281608742611965
finetune,71,speed15,1.5,22.579532338380815,27.52078188094108,23.335144643636237,4.941249542560264,4.185637237304842
finetune,71,speed15,2.0,22.579532338380815,26.709077591519492,23.190034111694356,4.1295452531386765,3.519043479825136
finetune,89,speed15,0.5,32.44348193377257,41.00061451361596,33.59587133546481,8.55713257984339,7.404743178151151
finetune,89,speed15,1.0,32.44348193377257,39.80095575686194,33.89156196534801,7.3574738230893715,5.909393791513928
finetune,89,speed15,1.5,32.44348193377257,37.854009454211464,33.55766839292148,5.410527520438897,4.296341061289986
finetune,89,speed15,2.0,32.44348193377257,37.20947353774468,33.337965090610275,4.765991603972111,3.871508447134403
finetune,107,speed15,0.5,19.5765567458719,29.196195778337497,20.4400188349673,9.619639032465596,8.756176943370196
finetune,107,speed15,1.0,19.5765567458719,26.721222756595015,20.544580794305823,7.144666010723114,6.176641962289192
finetune,107,speed15,1.5,19.5765567458719,24.716898176624724,20.336750972827804,5.140341430752823,4.38014720379692
finetune,107,speed15,2.0,19.5765567458719,23.85515054447373,20.17145013464822,4.278593798601829,3.6837004098255086
reservoir,7,speed15,0.5,0.37287837186455725,0.6128491329625972,0.2353914383596911,0.23997076109804,0.3774576946029061
reservoir,7,speed15,1.0,0.37287837186455725,0.607325003230334,0.2595022569854398,0.23444663136577676,0.3478227462448942
reservoir,7,speed15,1.5,0.37287837186455725,0.5437553967470709,0.2918789970090838,0.1708770248825136,0.25187639973798703
reservoir,7,speed15,2.0,0.37287837186455725,0.4952609270838448,0.3073279062276199,0.12238255521928754,0.18793302085622487
reservoir,11,speed15,0.5,0.7676972570642829,2.649907987528634,0.7747072692930025,1.8822107304643514,1.8752007182356318
reservoir,11,speed15,1.0,0.7676972570642829,1.727698722031721,0.7771642074070471,0.9600014649674381,0.950534514624674
reservoir,11,speed15,1.5,0.7676972570642829,1.3720831298309824,0.7740331545597711,0.6043858727666994,0.5980499752712113
reservoir,11,speed15,2.0,0.7676972570642829,1.1954871176907074,0.7708395108211011,0.42778986062642443,0.42464760686960623
reservoir,23,speed15,0.5,-0.08458380506932736,0.14463923755780006,-0.18998762489412518,0.22922304262712742,0.33462686245192524
reservoir,23,speed15,1.0,-0.08458380506932736,-0.02206846893343151,-0.15622413765950596,0.06251533613589585,0.13415566872607446
reservoir,23,speed15,1.5,-0.08458380506932736,-0.04911980441083079,-0.1485658498348172,0.03546400065849657,0.0994460454239864
reservoir,23,speed15,2.0,-0.08458380506932736,-0.041235864189811754,-0.1262300176243629,0.04334794087951561,0.08499415343455113
reservoir,47,speed15,0.5,-0.24557410391420126,0.015653710088972907,-0.5002559263156402,0.2612278140031742,0.5159096364046131
reservoir,47,speed15,1.0,-0.24557410391420126,-0.3102142082108052,-0.4383380749333906,-0.06464010429660394,0.1281238667225854
reservoir,47,speed15,1.5,-0.24557410391420126,-0.3454704892538164,-0.37828729136775346,-0.09989638533961515,0.03281680211393706
reservoir,47,speed15,2.0,-0.24557410391420126,-0.37246818055079767,-0.37574276060712647,-0.1268940766365964,0.003274580056328802
reservoir,59,speed15,0.5,-0.3616160516887903,-0.6271995089007812,-0.6393471786154878,-0.26558345721199095,0.0121476697147066
reservoir,59,speed15,1.0,-0.3616160516887903,-0.6415524209114561,-0.5638829158376708,-0.27993636922266585,-0.07766950507378534
reservoir,59,speed15,1.5,-0.3616160516887903,-0.5388052022813455,-0.4981945770987174,-0.17718915059255524,-0.040610625182628146
reservoir,59,speed15,2.0,-0.3616160516887903,-0.4697275426515863,-0.47201602819398075,-0.10811149096279599,0.0022884855423944694
reservoir,71,speed15,0.5,0.5956544291079044,0.2832315159798826,0.29507481469356994,-0.31242291312802184,-0.011843298713687334
reservoir,71,speed15,1.0,0.5956544291079044,0.36497315463007685,0.43738951080390936,-0.2306812744778276,-0.07241635617383252
reservoir,71,speed15,1.5,0.5956544291079044,0.45055939163202824,0.49268532694593975,-0.1450950374758762,-0.04212593531391151
reservoir,71,speed15,2.0,0.5956544291079044,0.4982988504612522,0.5141329021980183,-0.09735557864665223,-0.015834051736766108
reservoir,89,speed15,0.5,0.49423115810751916,0.8301128211241324,0.2889191413016889,0.33588166301661326,0.5411936798224435
reservoir,89,speed15,1.0,0.49423115810751916,0.8895639186231499,0.36839162078987064,0.3953327605156307,0.5211722978332792
reservoir,89,speed15,1.5,0.49423115810751916,0.7822303212207297,0.4042573963371213,0.2879991631132105,0.37797292488360834
reservoir,89,speed15,2.0,0.49423115810751916,0.6474940220733867,0.4109814029012437,0.15326286396586752,0.236512619172143
reservoir,107,speed15,0.5,-0.06604674559831619,-0.13543809393366563,-0.3003718673555653,-0.06939134833534943,0.1649337734218997
reservoir,107,speed15,1.0,-0.06604674559831619,-0.22428897180278756,-0.21705745036633084,-0.15824222620447137,-0.007231521436456723
reservoir,107,speed15,1.5,-0.06604674559831619,-0.22718762723000152,-0.1740815493372012,-0.16114088163168533,-0.05310607789280031
reservoir,107,speed15,2.0,-0.06604674559831619,-0.19615464357195697,-0.14900699921846736,-0.13010789797364078,-0.047147644353489615
gss_adapted,7,speed15,0.5,-0.027103331692516802,-0.4133721705055931,-0.06217252071851896,-0.3862688388130763,-0.35119964978707413
gss_adapted,7,speed15,1.0,-0.027103331692516802,-0.1449654692428404,-0.03255044728354593,-0.1178621375503236,-0.11241502195929447
gss_adapted,7,speed15,1.5,-0.027103331692516802,-0.10677189268171787,-0.032185656536681026,-0.07966856098920107,-0.07458623614503684
gss_adapted,7,speed15,2.0,-0.027103331692516802,-0.06079666680486187,-0.03315493906675893,-0.03369333511234507,-0.027641727738102938
gss_adapted,11,speed15,0.5,-0.2149073474854231,-0.06835379173020714,-0.3465980905038054,0.14655355575521595,0.27824429877359824
gss_adapted,11,speed15,1.0,-0.2149073474854231,-0.14072728539124513,-0.28754857332391376,0.07418006209417796,0.14682128793266863
gss_adapted,11,speed15,1.5,-0.2149073474854231,-0.14264746392550676,-0.27093796131798026,0.07225988355991633,0.1282904973924735
gss_adapted,11,speed15,2.0,-0.2149073474854231,-0.1726877791576149,-0.2718144520911501,0.04221956832780818,0.09912667293353522
gss_adapted,23,speed15,0.5,-0.031104460403323174,-0.3016328494814993,-0.1651443295659357,-0.27052838907817617,-0.13648851991556363
gss_adapted,23,speed15,1.0,-0.031104460403323174,-0.26916890224160633,-0.10512042618415021,-0.23806444183828315,-0.16404847605745612
gss_adapted,23,speed15,1.5,-0.031104460403323174,-0.22221966975409052,-0.08609456676247036,-0.19111520935076734,-0.13612510299162017
gss_adapted,23,speed15,2.0,-0.031104460403323174,-0.151834059188517,-0.07134562009164136,-0.12072959878519382,-0.08048843909687564
gss_adapted,47,speed15,0.5,-0.4662157116159797,-0.877895890943055,-0.5944147900918525,-0.4116801793270753,-0.2834811008512025
gss_adapted,47,speed15,1.0,-0.4662157116159797,-0.6826363531952231,-0.556426238424678,-0.2164206415792434,-0.1262101147705451
gss_adapted,47,speed15,1.5,-0.4662157116159797,-0.5865549039743517,-0.5308236472824437,-0.12033919235837204,-0.05573125669190804
gss_adapted,47,speed15,2.0,-0.4662157116159797,-0.5834476470098898,-0.5266151577703305,-0.11723193539391014,-0.0568324892395593
gss_adapted,59,speed15,0.5,-0.1859538216367364,-0.6909356348722884,-0.35283590946658183,-0.5049818132355519,-0.33809972540570654
gss_adapted,59,speed15,1.0,-0.1859538216367364,-0.47976122775308766,-0.2807367882115674,-0.29380740611635126,-0.19902443954152027
gss_adapted,59,speed15,1.5,-0.1859538216367364,-0.37180120731177535,-0.27150870512100683,-0.18584738567503895,-0.10029250219076852
gss_adapted,59,speed15,2.0,-0.1859538216367364,-0.30458195263962884,-0.2536501202022802,-0.11862813100289243,-0.05093183243734861
gss_adapted,71,speed15,0.5,0.8847416393011809,0.5367829892241839,0.7857503693027764,-0.347958650076997,-0.24896738007859254
gss_adapted,71,speed15,1.0,0.8847416393011809,0.9375933900348141,0.8752061052071529,0.05285175073363324,0.062387284827661205
gss_adapted,71,speed15,1.5,0.8847416393011809,0.9602915776812512,0.8888547741658542,0.07554993838007029,0.07143680351539694
gss_adapted,71,speed15,2.0,0.8847416393011809,1.0225526131108007,0.8962664824535415,0.13781097380961982,0.12628613065725924
gss_adapted,89,speed15,0.5,-0.2875877467021346,-0.5468821060093283,-0.44375670764702985,-0.2592943593071937,-0.10312539836229845
gss_adapted,89,speed15,1.0,-0.2875877467021346,-0.459473713829137,-0.37001116824300595,-0.17188596712700238,-0.08946254558613104
gss_adapted,89,speed15,1.5,-0.2875877467021346,-0.39581875370248504,-0.34681338341116136,-0.10823100700035043,-0.04900537029132368
gss_adapted,89,speed15,2.0,-0.2875877467021346,-0.36821738109881996,-0.33889476100231386,-0.08062963439668536,-0.029322620096506102
gss_adapted,107,speed15,0.5,0.0978128436356783,-0.2794600176869087,-0.03408522938896662,-0.37727286132258697,-0.24537478829794207
gss_adapted,107,speed15,1.0,0.0978128436356783,0.025674523621203215,0.04258997508379855,-0.07213832001447508,-0.01691545146259533
gss_adapted,107,speed15,1.5,0.0978128436356783,0.11933019174181897,0.0591367677048814,0.02151734810614067,0.060193424036937566
gss_adapted,107,speed15,2.0,0.0978128436356783,0.15879768904904032,0.07316385799175891,0.06098484541336202,0.08563383105728141
cgsm_dual,7,speed15,0.5,-0.29670133208483457,-0.429590170172233,-0.39357653458345104,-0.13288883808739843,-0.036013635588781956
cgsm_dual,7,speed15,1.0,-0.29670133208483457,-0.33954945945332193,-0.3498264753387308,-0.042848127368487365,0.010277015885408858
cgsm_dual,7,speed15,1.5,-0.29670133208483457,-0.33529108986258505,-0.3410866684421672,-0.03858975777775048,0.005795578579582128
cgsm_dual,7,speed15,2.0,-0.29670133208483457,-0.3455280708379982,-0.33760510912706454,-0.04882673875316362,-0.007922961710933651
cgsm_dual,11,speed15,0.5,-0.04594222415238619,-0.1676597153605188,-0.11808725590621741,-0.1217174912081326,-0.04957245945430139
cgsm_dual,11,speed15,1.0,-0.04594222415238619,-0.1238203943412528,-0.08266394471032072,-0.07787817018886661,-0.04115644963093208
cgsm_dual,11,speed15,1.5,-0.04594222415238619,-0.11169054943906224,-0.07339403149999157,-0.06574832528667605,-0.03829651793907067
cgsm_dual,11,speed15,2.0,-0.04594222415238619,-0.10478241840177331,-0.07208293361844345,-0.05884019424938712,-0.03269948478332986
cgsm_dual,23,speed15,0.5,0.1395519702322781,-0.2918359397829158,-0.08226011505071268,-0.4313879100151939,-0.2095758247322031
cgsm_dual,23,speed15,1.0,0.1395519702322781,-0.20501251484763588,0.0036763002357592485,-0.344564485079914,-0.20868881508339512
cgsm_dual,23,speed15,1.5,0.1395519702322781,-0.1137390825735486,0.033928413301494084,-0.2532910528058267,-0.1476674958750427
cgsm_dual,23,speed15,2.0,0.1395519702322781,-0.05240641823047011,0.05514943591793166,-0.1919583884627482,-0.10755585414840177
cgsm_dual,47,speed15,0.5,-0.2778612527772784,-0.29262202269243964,-0.36248205265007044,-0.014760769915161231,0.0698600299576308
cgsm_dual,47,speed15,1.0,-0.2778612527772784,-0.34164777364146676,-0.31974425143405805,-0.06378652086418835,-0.02190352220740871
cgsm_dual,47,speed15,1.5,-0.2778612527772784,-0.345024327804213,-0.30323709096538615,-0.06716307502693458,-0.04178723683882685
cgsm_dual,47,speed15,2.0,-0.2778612527772784,-0.32206521762741935,-0.3032033131558144,-0.04420396485014094,-0.018861904471604962
cgsm_dual,59,speed15,0.5,-0.19089645694941282,-0.5077145018623871,-0.34971561551602925,-0.3168180449129743,-0.15799888634635784
