method,seed,stratum_name,overall,stratum,matched,stratum_minus_overall,stratum_minus_matched,cpa_matched,stratum_minus_cpa_matched
cgsm_dual,71,new_3_5s,-0.16163586623668671,0.19259302925706195,-0.14226895392112965,0.3542288954937486,0.33486198317819155,-0.029768365576586603,0.22236139483364853
cgsm_dual,71,new_5_10s,-0.16163586623668671,0.4086359101582203,-0.013159229839861031,0.5702717763949069,0.4217951399980813,0.09704319401375155,0.3115927161444687
cgsm_dual,71,no_entry_10s,-0.16163586623668671,-0.20679926271854407,-0.17182355090045642,-0.04516339648185737,-0.034975711818087646,,
cgsm_dual,71,ongoing,-0.16163586623668671,-0.25092758792646563,-0.17417581833355134,-0.0892917216897789,-0.07675176959291427,-0.11775619988294675,-0.13317138804351886
cgsm_dual,71,within_10s,-0.16163586623668671,-0.0765406045671517,-0.1428132611416369,0.08509526166953502,0.06627265657448522,,
cgsm_dual,71,within_3s,-0.16163586623668671,-0.1780729506071886,-0.16535392946209204,-0.016437084370501936,-0.012719021145096593,,
cgsm_dual,71,within_5s,-0.16163586623668671,-0.15296246468767566,-0.16340590009467076,0.008673401549011061,0.010443435406995095,,
cgsm_dual,89,new_0_3s,-0.07998877597004175,0.2779994212245501,-0.03710116533339567,0.35798819719459185,0.3151005865579458,-0.019263024237218002,0.29726244546176817
cgsm_dual,89,new_3_5s,-0.07998877597004175,0.1103590106267226,-0.13241829388504217,0.19034778659676438,0.24277730451176477,-0.05344612126233581,0.1638051318890584
cgsm_dual,89,new_5_10s,-0.07998877597004175,0.4718401513077407,-0.03688296323070349,0.5518289272777824,0.5087231145384441,0.06449627361565599,0.4073438776920847
cgsm_dual,89,no_entry_10s,-0.07998877597004175,-0.10253472088555586,-0.06446138289576252,-0.022545944915514104,-0.03807333798979333,,
cgsm_dual,89,ongoing,-0.07998877597004175,-0.20350083227178267,-0.12669476472936755,-0.12351205630174092,-0.07680606754241506,-0.06255577618950248,-0.14094505608228017
cgsm_dual,89,within_10s,-0.07998877597004175,-0.03874610812485418,-0.10507743290089203,0.04124266784518758,0.06633132477603783,,
cgsm_dual,89,within_3s,-0.07998877597004175,-0.13841930442365333,-0.11503693729158723,-0.058430528453611574,-0.023382367132066095,,
cgsm_dual,89,within_5s,-0.07998877597004175,-0.12004075786262287,-0.11588857092437252,-0.0400519818925811,-0.004152186938250346,,
cgsm_dual,107,new_0_3s,-0.09571452680528166,0.37082011079087657,-0.0672745752267784,0.46653463759615815,0.438094686017655,-0.03903048965571524,0.4098506004465918
cgsm_dual,107,new_3_5s,-0.09571452680528166,0.390735002400273,-0.1297460521476815,0.48644952920555456,0.5204810545479545,-0.06530584127290731,0.45604084367318026
cgsm_dual,107,new_5_10s,-0.09571452680528166,0.3362517668952831,-0.014592747583115791,0.4319662937005647,0.3508445144783988,0.0820510328907334,0.2542007340045497
cgsm_dual,107,no_entry_10s,-0.09571452680528166,-0.12454063542819312,-0.09264402509791636,-0.028826108622911472,-0.031896610330276735,,
cgsm_dual,107,ongoing,-0.09571452680528166,-0.22218658027707833,-0.12125721122893914,-0.12647205347179666,-0.1009293690481392,-0.07782274041273173,-0.1443638398643466
cgsm_dual,107,within_10s,-0.09571452680528166,-0.05139207607686029,-0.10146935022692835,0.044322450728421336,0.05007727415006804,,
cgsm_dual,107,within_3s,-0.09571452680528166,-0.1470572646879546,-0.11401217425742997,-0.051342737882672976,-0.03304509043052464,,
cgsm_dual,107,within_5s,-0.09571452680528166,-0.1110958689611973,-0.11504382132472968,-0.015381342155915644,0.003947952363532367,,
dualls_adapted,7,new_0_3s,-0.23980218310654164,0.08666009747553204,-0.22758525483478942,0.32646228058207366,0.3142453523103215,-0.16124047176999823,0.24790056924553028
dualls_adapted,7,new_3_5s,-0.23980218310654164,-0.03235413879213389,-0.25608406950835955,0.20744804431440772,0.22372993071622566,-0.2158780251585653,0.18352388636643133
dualls_adapted,7,new_5_10s,-0.23980218310654164,0.05095789924506535,-0.15480323661544257,0.290760082351607,0.20576113586050795,-0.0573959011217305,0.10835380036679587
dualls_adapted,7,no_entry_10s,-0.23980218310654164,-0.26727540137390865,-0.23891310930354281,-0.02747321826736702,-0.028362292070365856,,
dualls_adapted,7,ongoing,-0.23980218310654164,-0.2836493907920111,-0.26463421493693484,-0.04384720768546949,-0.019015175855076345,-0.21756227034051437,-0.06608712045149677
dualls_adapted,7,within_10s,-0.23980218310654164,-0.18917866570934963,-0.24450624823109574,0.05062351739719199,0.055327582521746056,,
dualls_adapted,7,within_3s,-0.23980218310654164,-0.23830256144655942,-0.25945708996902084,0.0014996216599822282,0.021154528522461434,,
dualls_adapted,7,within_5s,-0.23980218310654164,-0.22667446023476012,-0.2591579845486208,0.013127722871781503,0.032483524313860715,,
dualls_adapted,11,new_0_3s,-0.08281336599886417,0.11133992934718437,-0.070418087986256,0.19415329534604855,0.18175801733344038,-0.026490624136775727,0.13783055348396012
dualls_adapted,11,new_3_5s,-0.08281336599886417,0.23216266702967064,-0.07666199259972513,0.31497603302853483,0.3088246596293958,-0.07121549347241929,0.30337816050208993
dualls_adapted,11,new_5_10s,-0.08281336599886417,0.2839128700177814,-0.0029742218985235325,0.36672623601664556,0.28688709191630485,0.061568833734366724,0.22234403628341465
dualls_adapted,11,no_entry_10s,-0.08281336599886417,-0.08487414334314083,-0.07255673346591855,-0.002060777344276651,-0.012317409877222282,,
dualls_adapted,11,ongoing,-0.08281336599886417,-0.17569755049337277,-0.12349690241325298,-0.09288418449450857,-0.052200648080119816,-0.08831754291145334,-0.08738000758191941
dualls_adapted,11,within_10s,-0.08281336599886417,-0.059190670665371536,-0.09880357325401493,0.02362269533349266,0.03961290258864339,,
dualls_adapted,11,within_3s,-0.08281336599886417,-0.13757431728152902,-0.11726182777710388,-0.05476095128266484,-0.02031248950442513,,
dualls_adapted,11,within_5s,-0.08281336599886417,-0.11319147927260995,-0.11445208672047998,-0.03037811327374577,0.0012606074478700325,,
