method,seed,task,initial_tp,initial_fn,initial_fp,initial_tn,initial_fnr,initial_fpr,final_tp,final_fn,final_fp,final_tn,final_fnr,final_fpr,delta_fnr,delta_fpr
cgsm_dual,89,alt180,594,11,11,653,0.01818181818181818,0.016566265060240965,595,10,12,652,0.01652892561983471,0.018072289156626505,-0.0016528925619834697,0.00150602409638554
cgsm_dual,89,speed10,535,14,16,842,0.025500910746812388,0.018648018648018648,533,16,19,839,0.029143897996357013,0.022144522144522144,0.003642987249544625,0.003496503496503496
cgsm_dual,107,baseline,626,11,13,538,0.01726844583987441,0.023593466424682397,627,10,13,538,0.015698587127158554,0.023593466424682397,-0.0015698587127158554,0.0
cgsm_dual,107,wind5,639,11,20,433,0.016923076923076923,0.04415011037527594,637,13,20,433,0.02,0.04415011037527594,0.003076923076923078,0.0
cgsm_dual,107,speed15,524,14,11,788,0.026022304832713755,0.01376720901126408,524,14,12,787,0.026022304832713755,0.015018773466833541,0.0,0.0012515644555694608
cgsm_dual,107,alt180,599,6,11,653,0.009917355371900827,0.016566265060240965,597,8,11,653,0.013223140495867768,0.016566265060240965,0.003305785123966941,0.0
cgsm_dual,107,speed10,534,15,17,841,0.0273224043715847,0.019813519813519812,534,15,20,838,0.0273224043715847,0.023310023310023312,0.0,0.0034965034965034995
dualls_adapted,7,baseline,625,12,14,537,0.018838304552590265,0.025408348457350273,627,10,17,534,0.015698587127158554,0.030852994555353903,-0.003139717425431711,0.00544464609800363
dualls_adapted,7,wind5,639,11,19,434,0.016923076923076923,0.04194260485651214,642,8,18,435,0.012307692307692308,0.039735099337748346,-0.004615384615384615,-0.0022075055187637943
dualls_adapted,7,speed15,525,13,12,787,0.024163568773234202,0.015018773466833541,524,14,11,788,0.026022304832713755,0.01376720901126408,0.001858736059479553,-0.0012515644555694608
dualls_adapted,7,alt180,597,8,11,653,0.013223140495867768,0.016566265060240965,596,9,11,653,0.01487603305785124,0.016566265060240965,0.0016528925619834715,0.0
dualls_adapted,7,speed10,535,14,15,843,0.025500910746812388,0.017482517482517484,535,14,16,842,0.025500910746812388,0.018648018648018648,0.0,0.0011655011655011642
dualls_adapted,11,baseline,625,12,15,536,0.018838304552590265,0.02722323049001815,627,10,13,538,0.015698587127158554,0.023593466424682397,-0.003139717425431711,-0.0036297640653357513
