example_index,risk_rank,gradient_magnitude_rank,risk_score,gradient_magnitude,high_risk
2006,0.27425,0.30925,0.2434052,0.42675433,False
2007,0.255,0.34575,0.22031265,0.4636669,False
2008,0.76825,0.86525,0.8041637,1.4716337,True
2009,0.50725,0.6735,0.5103558,0.87736934,False
2010,0.37225,0.47225,0.35361937,0.5989274,False
2011,0.3655,0.27825,0.34744987,0.40105382,False
2012,0.173,0.0605,0.12777185,0.20317966,False
2013,0.095,0.54675,0.044696316,0.6799569,False
2014,0.116,0.17175,0.06506168,0.30997205,False
2015,0.634,0.6255,0.64847094,0.78756857,True
2016,0.7795,0.51775,0.816208,0.6475167,True
2017,0.1495,0.8825,0.09792623,1.5870757,False
2018,0.15525,0.90325,0.10372776,1.742771,False
2019,0.7155,0.242,0.74039525,0.3704226,True
2020,0.798,0.647,0.83965576,0.82790864,True
2021,0.9105,0.44675,0.94244295,0.57328886,True
2022,0.32975,0.03725,0.30547667,0.17128709,False
2023,0.07625,0.6135,0.029143235,0.766446,False
2024,0.11475,0.459,0.06419859,0.5856554,False
2025,0.167,0.40025,0.12063159,0.522456,False
2026,0.32275,0.57,0.29586342,0.7106925,False
2027,0.3535,0.03025,0.33539462,0.16196547,False
2028,0.18325,0.59725,0.13699357,0.740253,False
2029,0.04825,0.10625,0.010112932,0.25136948,False
2030,0.83625,0.39775,0.8817074,0.5194848,True
2031,0.72225,0.17225,0.7495681,0.31028843,True
2032,0.3075,0.1125,0.2801442,0.25667396,False
2033,0.1695,0.25975,0.124666356,0.3858816,False
2034,0.07875,0.4015,0.031129207,0.52331454,False
2035,0.07325,0.74875,0.026836274,1.0521197,False
2036,0.07275,0.1815,0.026465118,0.3180061,False
2037,0.89625,0.815,0.93148327,1.244579,True
2038,0.21275,0.63975,0.17416605,0.8132439,False
2039,0.104,0.3645,0.052901547,0.48776725,False
2040,0.087,0.3355,0.037285686,0.4541687,False
2041,0.68575,0.442,0.70771205,0.56916857,True
2042,0.602,0.9825,0.6148852,5.705613,True
2043,0.2455,0.84425,0.20819317,1.386199,False
2044,0.2695,0.59675,0.23863,0.7398907,False
2045,0.1875,0.8185,0.14309213,1.2592778,False
2046,0.138,0.3695,0.08597663,0.49161828,False
2047,0.07075,0.37825,0.024492834,0.49822092,False
2048,0.14475,0.9595,0.09326072,2.8006494,False
2049,0.7805,0.4735,0.8166231,0.5992908,True
2050,0.3185,0.384,0.2915754,0.5051511,False
2051,0.87475,0.8025,0.9130838,1.2047215,True
2052,0.81325,0.00325,0.85665023,0.09444047,True
2053,0.60275,0.02125,0.6159962,0.15132426,True
2054,0.21625,0.331,0.17863853,0.44977754,False
2055,0.34275,0.344,0.31848377,0.4612383,False
2056,0.70875,0.70775,0.7332468,0.955343,True
2057,0.9335,0.28175,0.95714945,0.40446398,True
2058,0.4355,0.8345,0.42492062,1.3372506,False
2059,0.95775,0.85275,0.9716746,1.4273124,True
2060,0.57575,0.04225,0.5908423,0.18045005,False
2061,0.8705,0.791,0.90885574,1.168872,True
2062,0.42575,0.21075,0.40865934,0.34076238,False
2063,0.96025,0.88175,0.97334576,1.5827322,True
2064,0.83825,0.718,0.88321364,0.98456836,True
2065,0.865,0.57125,0.90427583,0.71226805,True
2066,0.233,0.2075,0.1943566,0.33918273,False
2067,0.308,0.4565,0.28174952,0.5836756,False
2068,0.76,0.91575,0.79433995,1.8746886,True
2069,0.15375,0.74525,0.10317982,1.0438889,False
2070,0.50875,0.6245,0.5119999,0.78607357,False
2071,0.60375,0.742,0.61681587,1.0347419,True
2072,0.50475,0.0785,0.50766623,0.22467479,False
2073,0.1075,0.2205,0.057339758,0.34954324,False
2074,0.03025,0.54825,0.00250328,0.6821385,False
2075,0.13,0.77525,0.07810138,1.1236658,False
2076,0.13225,0.089,0.07983898,0.23503037,False
2077,0.78575,0.02775,0.823342,0.15841013,True
2078,0.34625,0.1255,0.32414794,0.27299887,False
2079,0.2795,0.09475,0.24856518,0.24107921,False
2080,0.54875,0.1865,0.557732,0.32113734,False
2081,0.74225,0.02525,0.77236485,0.15525211,True
2082,0.64525,0.07775,0.6610014,0.2242747,True
2083,0.6205,0.74475,0.6361627,1.0417817,True
2084,0.7685,0.28325,0.8046934,0.40548354,True
2085,0.85375,0.68775,0.8935028,0.9041389,True
2086,0.57225,0.332,0.58732027,0.45063868,False
2087,0.1365,0.423,0.08455499,0.5438291,False
2088,0.08825,0.58375,0.038411863,0.7262901,False
2089,0.795,0.883,0.83615386,1.5912149,True
2090,0.68175,0.40325,0.70228165,0.5245063,True
2091,0.86675,0.39825,0.90538013,0.5197181,True
2092,0.43275,0.839,0.42048025,1.3621378,False
2093,0.647,0.0015,0.66298956,0.08224965,True
2094,0.7335,0.73825,0.7625115,1.0297017,True
2095,0.56275,0.317,0.57860196,0.43326136,False
2096,0.219,0.0535,0.18066905,0.19481704,False
2097,0.587,0.263,0.6009253,0.3876891,False
2098,0.24325,0.20325,0.20661496,0.3355116,False
2099,0.16175,0.3875,0.11446445,0.5102824,False
2100,0.5705,0.81225,0.58598447,1.2356603,False
2101,0.531,0.0365,0.53934926,0.16900764,False
2102,0.6085,0.806,0.6235804,1.2169579,True
2103,0.70525,0.30075,0.7282517,0.41969144,True
2104,0.45725,0.333,0.4496654,0.45150757,False
2105,0.595,0.08325,0.60806054,0.2292075,True
2106,0.8475,0.06525,0.8875893,0.20899704,True
2107,0.59425,0.3945,0.60771066,0.51576424,True
2108,0.4745,0.6865,0.4674337,0.90365636,False
2109,0.516,0.50075,0.52062064,0.6288165,False
2110,0.43225,0.3105,0.4200714,0.42728737,False
2111,0.0975,0.752,0.046408318,1.0593728,False
2112,0.535,0.4665,0.5427105,0.59268945,False
2113,0.5235,0.399,0.5296199,0.5206755,False
2114,0.487,0.134,0.48368683,0.2815257,False
2115,0.118,0.2445,0.067706905,0.3721965,False
2116,0.662,0.067,0.68142813,0.21056741,True
2117,0.74525,0.6965,0.7783038,0.9250099,True
2118,0.50275,0.14875,0.5064365,0.29196388,False
2119,0.55025,0.3195,0.56167614,0.4357439,False
2120,0.75675,0.1755,0.7896861,0.313054,True
2121,0.56775,0.2935,0.5837592,0.41515785,False
2122,0.88975,0.106,0.9255729,0.25135735,True
2123,0.50025,0.615,0.5002983,0.7685374,False
2124,0.826,0.29575,0.8705564,0.4166048,True
2125,0.2125,0.9035,0.17377073,1.7429978,False
2126,0.2465,0.96625,0.20877653,3.0670984,False
2127,0.8955,0.861,0.9311117,1.4567937,True
2128,0.519,0.4545,0.52468604,0.5809222,False
2129,0.36175,0.61825,0.34479496,0.7759201,False
2130,0.357,0.5685,0.33908153,0.7084732,False
2131,0.47075,0.2245,0.46367386,0.35369775,False
2132,0.1465,0.01075,0.095109425,0.13097498,False
2133,0.14575,0.94825,0.094056584,2.3575919,False
2134,0.67275,0.426,0.6926725,0.54859346,True
2135,0.19125,0.946,0.14951319,2.2977605,False
2136,0.8785,0.52575,0.916807,0.6554144,True
2137,0.5155,0.21325,0.52060276,0.34301862,False
2138,0.5055,0.30875,0.50812835,0.42662135,False
2139,0.66675,0.288,0.6859006,0.4099687,True
2140,0.25425,0.02025,0.21964268,0.15050852,False
2141,0.85175,0.03675,0.89189565,0.16930835,True
2142,0.747,0.245,0.7791489,0.3728888,True
2143,0.61725,0.218,0.6327237,0.34769377,True
2144,0.62175,0.531,0.6374665,0.65957576,True
2145,0.68225,0.229,0.7024991,0.35764608,True
2146,0.6095,0.37975,0.62446296,0.5002379,True
2147,0.44075,0.37325,0.43079683,0.4944457,False
2148,0.15,0.8985,0.098487,1.7042738,False
2149,0.08875,0.5,0.038552053,0.62829506,False
2150,0.3595,0.0665,0.34192118,0.21021748,False
2151,0.2255,0.572,0.18685044,0.7134567,False
2152,0.19075,0.4495,0.14874502,0.57527494,False
2153,0.16975,0.199,0.12510411,0.33154863,False
2154,0.1755,0.40225,0.12951091,0.52354956,False
2155,0.1565,0.93675,0.10514412,2.169215,False
2156,0.872,0.91975,0.9106937,1.9171468,True
2157,0.652,0.8105,0.6689931,1.2305712,True
2158,0.61875,0.25425,0.6337349,0.38132578,True
2159,0.61175,0.196,0.6263957,0.32995003,True
2160,0.4135,0.27625,0.39326292,0.39917177,False
2161,0.029,0.40175,0.0022404552,0.5233914,False
2162,0.0325,0.5365,0.003577802,0.66703653,False
2163,0.0365,0.161,0.00490388,0.30048501,False
2164,0.02225,0.395,0.00087411905,0.51651734,False
2165,0.266,0.32,0.23351537,0.4360393,False
2166,0.26825,0.04025,0.236405,0.17613582,False
2167,0.4335,0.2785,0.4209619,0.40105447,False
2168,0.834,0.36325,0.8783057,0.4872648,True
2169,0.76325,0.20275,0.7981169,0.3351696,True
2170,0.35575,0.12225,0.3385673,0.26886684,False
2171,0.24675,0.13975,0.20929156,0.2861439,False
2172,0.055,0.03375,0.014553063,0.16669801,False
2173,0.15625,0.0025,0.104458846,0.09133802,False
2174,0.02125,0.1705,0.0007240173,0.30784467,False
2175,0.01575,0.35375,0.00045339207,0.47657317,False
2176,0.015,0.83775,0.00035616127,1.3581319,False
2177,0.0175,0.9415,0.00053811836,2.2244358,False
2178,0.64675,0.26325,0.6629248,0.3882573,True
2179,0.7765,0.12125,0.8120881,0.2675165,True
2180,0.34375,0.47975,0.3204041,0.6066035,False
2181,0.94175,0.70925,0.9618928,0.95923513,True
2182,0.37725,0.164,0.35686997,0.30309054,False
2183,0.16375,0.04275,0.11589004,0.18130302,False
2184,0.007,0.25125,2.3242279e-05,0.37881312,False
2185,0.00625,0.778,1.3557812e-05,1.1322652,False
2186,0.00825,0.4605,3.818459e-05,0.58708286,False
2187,0.008,0.2995,3.7211896e-05,0.4184158,False
2188,0.01375,0.24775,0.00017371765,0.37442932,False
2189,0.489,0.04825,0.4855304,0.18720743,False
2190,0.9775,0.1735,0.98365474,0.31134546,True
2191,0.43025,0.24475,0.41603765,0.37241027,False
2192,0.4945,0.54575,0.4936312,0.6782777,False
2193,0.7365,0.491,0.7664836,0.6186554,True
2194,0.6345,0.006,0.6492601,0.11263649,True
2195,0.9695,0.02625,0.9773983,0.15601894,True
2196,0.46575,0.3545,0.4576121,0.47691625,False
2197,0.47575,0.31225,0.46990535,0.42847145,False
2198,0.23825,0.5615,0.19842118,0.69724053,False
2199,0.18075,0.26575,0.13424145,0.38931403,False
2200,0.33625,0.096,0.3108649,0.24151522,False
2201,0.2195,0.9455,0.18079948,2.2888107,False
2202,0.81775,0.65825,0.86164165,0.85056406,True
2203,0.86775,0.5235,0.90617514,0.6524991,True
2204,0.8335,0.323,0.877515,0.44061223,True
2205,0.38075,0.6505,0.36008364,0.83609134,False
2206,0.33825,0.432,0.3137321,0.5546935,False
2207,0.2645,0.28625,0.2328496,0.40769815,False
2208,0.91075,0.4355,0.9430488,0.5597752,True
2209,0.63,0.0475,0.6443997,0.18676256,True
2210,0.60725,0.104,0.6209174,0.24959123,True
2211,0.88775,0.9045,0.9238055,1.748706,True
2212,0.4285,0.92025,0.41380027,1.9192936,False
2213,0.0735,0.5495,0.026859298,0.68322057,False
2214,0.07775,0.7355,0.0306802,1.0197276,False
2215,0.0785,0.74325,0.030939199,1.0376368,False
2216,0.207,0.56425,0.16988438,0.7015805,False
2217,0.6145,0.24525,0.62941736,0.37303233,True
2218,0.1745,0.2055,0.12877837,0.33726636,False
2219,0.84625,0.5875,0.8873551,0.72932976,True
2220,0.474,0.062,0.46584666,0.20575444,False
2221,0.4995,0.42775,0.4993786,0.5496068,False
2222,0.986,0.58525,0.9888496,0.7281199,True
2223,1.0,0.9355,0.9998779,2.1455455,True
2224,0.27175,0.958,0.24117473,2.7240953,False
2225,0.855,0.34,0.8950842,0.4587242,True
2226,0.85675,0.641,0.896707,0.8170742,True
2227,0.56075,0.209,0.57629395,0.3397719,False
2228,0.158,0.5965,0.10633878,0.73854405,False
2229,0.08125,0.93,0.033256546,2.063422,False
2230,0.9015,0.8855,0.9358401,1.6039377,True
2231,0.84175,0.3575,0.8859128,0.48069438,True
2232,0.7245,0.54875,0.7540269,0.6826825,True
2233,0.23575,0.27425,0.19535483,0.39786783,False
2234,0.26425,0.19775,0.23272762,0.33069167,False
2235,0.108,0.587,0.058817763,0.7293115,False
2236,0.4295,0.74175,0.4149828,1.034594,False
2237,0.79225,0.3985,0.83077985,0.52048886,True
2238,0.6365,0.5025,0.6501457,0.63064295,True
2239,0.71925,0.21,0.7456013,0.3404989,True
2240,0.96525,0.50925,0.97560567,0.6368034,True
2241,0.70225,0.02175,0.7250086,0.15170725,True
2242,0.36875,0.125,0.35098663,0.2727735,False
2243,0.97575,0.92675,0.9828166,1.9954112,True
2244,0.737,0.88825,0.76694584,1.6157824,True
2245,0.918,0.39975,0.9484862,0.52217805,True
2246,0.99425,0.07575,0.99434835,0.22192517,True
2247,0.90875,0.41325,0.9415701,0.5337961,True
2248,0.248,0.07675,0.21079886,0.22305633,False
2249,0.21975,0.73525,0.18137506,1.0194589,False
2250,0.48675,0.03775,0.4835894,0.17205472,False
2251,0.93225,0.0615,0.9562606,0.20555133,True
2252,0.582,0.44225,0.59635705,0.5693922,False
2253,0.35275,0.14775,0.33460018,0.2915596,False
2254,0.80825,0.511,0.850517,0.6392546,True
2255,0.27475,0.03525,0.24371289,0.16782886,False
2256,0.29125,0.3775,0.26321793,0.49735323,False
2257,0.72325,0.62375,0.7527026,0.78518414,True
2258,0.38575,0.8885,0.36455306,1.6202624,False
2259,0.29025,0.50625,0.26108965,0.6343867,False
2260,0.54725,0.822,0.55612063,1.2776227,False
2261,0.4265,0.358,0.40878582,0.48112306,False
2262,0.53,0.05775,0.5376895,0.19976474,False
2263,0.28375,0.707,0.2549082,0.95423436,False
2264,0.1195,0.872,0.06929392,1.5157429,False
2265,0.12,0.935,0.06971674,2.1400278,False
2266,0.1175,0.483,0.066954404,0.6101672,False
2267,0.89075,0.84325,0.9270586,1.3825434,True
2268,0.5395,0.86025,0.5483998,1.4527013,False
2269,0.518,0.39425,0.5231046,0.515715,False
2270,0.951,0.7265,0.9671087,1.0008013,True
2271,0.65975,0.6285,0.6796859,0.7917879,True
2272,0.69275,0.197,0.717032,0.33039695,True
2273,0.71475,0.23375,0.7402271,0.36250913,True
2274,0.604,0.45925,0.6170309,0.58599496,True
2275,0.4045,0.88975,0.3816563,1.628038,False
2276,0.83,0.68525,0.8748549,0.90024644,True
2277,0.62725,0.6435,0.64202815,0.8215887,True
2278,0.28175,0.9775,0.25219962,4.3690763,False
2279,0.80475,0.4525,0.8464722,0.57913953,True
2280,0.83275,0.909,0.8766986,1.7911503,True
2281,0.9005,0.3705,0.9354649,0.49217936,True
2282,0.5605,0.70525,0.5755013,0.947543,False
2283,0.46325,0.45225,0.45532954,0.5790176,False
2284,0.6805,0.91275,0.7014986,1.8352698,True
2285,0.231,0.879,0.19247587,1.5639969,False
2286,0.98225,0.40075,0.9862808,0.52290636,True
2287,0.73325,0.7035,0.7617906,0.9433285,True
2288,0.70725,0.451,0.7310171,0.57743233,True
2289,0.52525,0.3405,0.5318015,0.45924664,False
2290,0.14975,0.322,0.098442905,0.439277,False
2291,0.483,0.00875,0.4813047,0.1266067,False
2292,0.409,0.04425,0.38728222,0.18232915,False
2293,0.64075,0.04,0.653766,0.17591256,True
2294,0.3295,0.448,0.30535758,0.5743764,False
2295,0.2215,0.0435,0.18243533,0.1819044,False
2296,0.1985,0.2005,0.15790945,0.33308432,False
2297,0.1155,0.509,0.06475668,0.63679624,False
2298,0.07975,0.45075,0.03220952,0.57729584,False
2299,0.0925,0.2035,0.041918747,0.33591163,False
2300,0.82875,0.75625,0.8729482,1.0715989,True
2301,0.63825,0.264,0.6521941,0.38858184,True
2302,0.33975,0.50275,0.3161412,0.63086563,False
2303,0.80875,0.8685,0.8519427,1.4906772,True
2304,0.888,0.67025,0.9238368,0.872202,True
2305,0.9045,0.0275,0.93891793,0.15818068,True
2306,0.258,0.10325,0.22469066,0.24846971,False
2307,0.241,0.2165,0.2029961,0.3462063,False
2308,0.5565,0.38425,0.56849414,0.50598145,False
2309,0.53675,0.147,0.5462817,0.29098624,False
2310,0.4925,0.6935,0.4911249,0.91939974,False
2311,0.60975,0.569,0.6245141,0.7093604,True
2312,0.43675,0.158,0.42653278,0.2994246,False
2313,0.33425,0.27275,0.30886242,0.39665243,False
2314,0.4205,0.50475,0.4047354,0.63258785,False
2315,0.2845,0.85675,0.2554328,1.4392806,False
2316,0.9225,0.1235,0.95067173,0.2698647,True
2317,0.79425,0.45775,0.8342837,0.5845743,True
2318,0.80925,0.15125,0.85252476,0.29436374,True
2319,0.79575,0.2945,0.83679867,0.4159111,True
2320,0.6555,0.4705,0.6742899,0.5976126,True
2321,0.978,0.14,0.98388284,0.2865628,True
2322,0.55475,0.42925,0.56638855,0.5515683,False
2323,0.63125,0.09675,0.64541924,0.2424058,True
2324,0.043,0.9475,0.0076994104,2.3151114,False
2325,0.91825,0.7855,0.9488389,1.1555846,True
2326,0.911,0.96675,0.9435554,3.1073954,True
2327,0.84075,0.81725,0.8854383,1.255819,True
2328,0.83675,0.60975,0.8818754,0.75919986,True
2329,0.98025,0.66025,0.98518556,0.85473233,True
2330,0.749,0.20475,0.78193855,0.336429,True
2331,0.776,0.25025,0.81163484,0.37780976,True
2332,0.7095,0.73875,0.733666,1.0304605,True
2333,0.4635,0.79975,0.45537844,1.1935252,False
2334,0.4375,0.78475,0.4278032,1.1518034,False
2335,0.42525,0.797,0.40820163,1.1876423,False
2336,0.35775,0.6315,0.33979598,0.7984044,False
2337,0.35225,0.8835,0.33353442,1.5954504,False
2338,0.08975,0.971,0.039449688,3.5319257,False
2339,0.15025,0.16025,0.0985591,0.3002989,False
2340,0.39375,0.3075,0.3705767,0.4250578,False
2341,0.17075,0.776,0.12562713,1.1259148,False
2342,0.2785,0.87775,0.2479077,1.5539078,False
2343,0.256,0.73975,0.222434,1.031802,False
2344,0.407,0.0895,0.38527662,0.23614648,False
2345,0.561,0.11725,0.5765851,0.26171204,False
2346,0.40875,0.00075,0.38705954,0.079397574,False
2347,0.251,0.32475,0.21434999,0.44174767,False
2348,0.28425,0.08775,0.25521874,0.2339018,False
2349,0.91175,0.932,0.9439938,2.0944047,True
2350,0.336,0.43725,0.3105665,0.5631232,False
2351,0.648,0.03975,0.6645444,0.17588003,True
2352,0.413,0.05025,0.3925442,0.19067486,False
2353,0.5645,0.4575,0.58083653,0.5844556,False
2354,0.145,0.0875,0.09345653,0.23380204,False
2355,0.13625,0.1695,0.08453224,0.30700383,False
2356,0.12925,0.66975,0.0776656,0.8714202,False
2357,0.706,0.9515,0.72995085,2.481431,True
2358,0.39425,0.69075,0.37109035,0.91110903,False
2359,0.1915,0.6775,0.15004297,0.88654995,False
2360,0.175,0.7525,0.12886527,1.0610982,False
2361,0.17125,0.7045,0.12598245,0.9454213,False
2362,0.25375,0.49225,0.21853125,0.6195261,False
2363,0.82775,0.321,0.8719049,0.4375637,True
2364,0.7395,0.965,0.7691442,3.018974,True
2365,0.89875,0.9745,0.9342216,4.1161885,True
2366,0.891,0.38225,0.9274207,0.50253326,True
2367,0.782,0.542,0.8181384,0.67176735,True
2368,0.61975,0.5765,0.6348636,0.71769565,True
2369,0.3005,0.48375,0.27263454,0.61101437,False
2370,0.15575,0.66725,0.10429601,0.8658267,False
2371,0.0945,0.09575,0.04467093,0.24145985,False
2372,0.71875,0.794,0.74470097,1.18032,True
2373,0.1795,0.06775,0.13220352,0.21124877,False
2374,0.171,0.2985,0.12597412,0.41785768,False
2375,0.135,0.58175,0.08381428,0.7244732,False
2376,0.9205,0.61325,0.94943845,0.7664002,True
2377,0.67125,0.67425,0.6914923,0.8798163,True
2378,0.58925,0.4335,0.60365146,0.5569571,False
2379,0.7485,0.98675,0.78154415,7.858878,True
2380,0.39175,0.903,0.36910832,1.7418077,False
2381,0.307,0.279,0.27982715,0.40153658,False
2382,0.56825,0.09275,0.5839313,0.2397165,False
2383,0.2895,0.109,0.26043645,0.254459,False
2384,0.2975,0.2085,0.27036133,0.3395184,False
2385,0.19275,0.9425,0.15214951,2.232163,False
2386,0.84975,0.34525,0.89011097,0.46239558,True
2387,0.6275,0.56675,0.6420972,0.7054478,True
2388,0.2625,0.4745,0.23028076,0.60057837,False
2389,0.2325,0.2375,0.19388111,0.36654,False
2390,0.12225,0.1395,0.07095984,0.28594425,False
2391,0.12825,0.22375,0.07689705,0.35269535,False
2392,0.084,0.04875,0.035390675,0.18918468,False
2393,0.02375,0.37075,0.0010351875,0.4925615,False
2394,0.4395,0.48825,0.42955524,0.6156827,False
2395,0.213,0.2845,0.17504491,0.40618154,False
2396,0.71325,0.033,0.7384132,0.16616167,True
2397,0.47325,0.08375,0.46550182,0.23038648,False
2398,0.42825,0.8225,0.41306168,1.2791396,False
2399,0.7755,0.78825,0.8109762,1.1596016,True
2400,0.385,0.28225,0.36396697,0.4045602,False
2401,0.4225,0.07125,0.4068096,0.21559283,False
2402,0.21075,0.13475,0.17280078,0.28199863,False
2403,0.24575,0.46925,0.2082086,0.5961184,False
2404,0.2005,0.4095,0.15982927,0.531313,False
2405,0.06675,0.15,0.022012025,0.29306808,False
2406,0.49375,0.41525,0.4930464,0.5357167,False
2407,0.88025,0.37,0.9182074,0.4920291,True
2408,0.66975,0.29725,0.68950003,0.41720998,True
2409,0.11225,0.5785,0.06124342,0.71987313,False
2410,0.1185,0.18925,0.06809063,0.3228869,False
2411,0.05275,0.37725,0.012915174,0.49686188,False
2412,0.0505,0.259,0.011898681,0.3848996,False
2413,0.02425,0.1535,0.0011674042,0.29608747,False
2414,0.68975,0.02825,0.7135254,0.1588559,True
2415,0.745,0.0215,0.7778766,0.15155496,True
2416,0.44575,0.34775,0.43612388,0.46824348,False
2417,0.51725,0.39225,0.52263314,0.51299685,False
2418,0.1345,0.38675,0.08370953,0.5096239,False
2419,0.39,0.512,0.36791298,0.63960844,False
2420,0.2175,0.1805,0.17964248,0.3173389,False
2421,0.1675,0.299,0.12112143,0.41808718,False
2422,0.09675,0.10475,0.04549035,0.25041318,False
2423,0.13025,0.11925,0.07868936,0.26442456,False
2424,0.3165,0.80625,0.28800982,1.2183913,False
2425,0.88125,0.798,0.9187554,1.1892743,True
2426,0.33,0.83725,0.306154,1.3557183,False
2427,0.278,0.3525,0.24747354,0.4753637,False
2428,0.261,0.06325,0.22857954,0.20704025,False
2429,0.92875,0.77275,0.95496887,1.1165895,True
2430,0.72525,0.1285,0.7552777,0.27714536,True
2431,0.12725,0.51825,0.0761621,0.6484095,False
2432,0.11925,0.5895,0.06925356,0.73083675,False
2433,0.09425,0.523,0.04388308,0.6524569,False
2434,0.04375,0.46375,0.008032658,0.5894689,False
2435,0.2945,0.27125,0.26710477,0.39575216,False
2436,0.49875,0.526,0.4985278,0.655632,False
2437,0.96675,0.433,0.9763779,0.5565624,True
2438,0.808,0.48325,0.85044837,0.61035943,True
2439,0.65575,0.86675,0.6744584,1.4807338,True
2440,0.55325,0.42575,0.5641386,0.5484062,False
2441,0.4,0.597,0.3768277,0.7401168,False
2442,0.27625,0.16825,0.24560292,0.30614024,False
2443,0.10275,0.0395,0.05194299,0.17460233,False
2444,0.04225,0.50675,0.007503122,0.63489014,False
2445,0.048,0.1265,0.009881559,0.2738904,False
2446,0.983,0.47525,0.98643315,0.6013918,True
2447,0.3395,0.475,0.31566724,0.6010936,False
2448,0.2115,0.6205,0.17345096,0.780784,False
2449,0.02875,0.40875,0.0022014815,0.53047335,False
2450,0.01925,0.47125,0.00060621684,0.59809804,False
2451,0.025,0.9075,0.0013200616,1.7769996,False
2452,0.6865,0.225,0.70823866,0.35399166,True
2453,0.87575,0.48275,0.9138464,0.6099749,True
2454,0.70775,0.21525,0.732013,0.3455284,True
2455,0.607,0.3365,0.62075925,0.45544997,True
2456,0.124,0.382,0.07436092,0.5021943,False
2457,0.224,0.564,0.1848428,0.7012286,False
2458,0.75875,0.858,0.79170716,1.4428653,True
2459,0.638,0.356,0.65218353,0.47919372,True
2460,0.2685,0.51625,0.23641217,0.6447025,False
2461,0.9605,0.724,0.9734649,0.9951389,True
2462,0.649,0.119,0.6660536,0.26419774,True
2463,0.98075,0.6585,0.9854841,0.8509176,True
2464,0.8115,0.75125,0.8553769,1.0562122,True
2465,0.53025,0.906,0.53845656,1.7621883,False
2466,0.8025,0.71175,0.8452004,0.9663159,True
2467,0.93325,0.8325,0.9570272,1.3279347,True
2468,0.44825,0.867,0.439408,1.4828789,False
2469,0.6495,0.67325,0.66622007,0.8768361,True
2470,0.7965,0.7155,0.8377916,0.97759885,True
2471,0.4495,0.64275,0.4404887,0.8204698,False
2472,0.10675,0.5005,0.056511544,0.62854296,False
2473,0.491,0.38075,0.48794577,0.50117314,False
2474,0.032,0.2485,0.0032827798,0.37537187,False
2475,0.026,0.31525,0.0014840543,0.43125018,False
2476,0.01825,0.2685,0.0005662738,0.39186057,False
2477,0.0045,0.01125,4.4124627e-06,0.13226442,False
2478,0.0055,0.0305,6.0042516e-06,0.16212066,False
2479,0.00575,0.892,1.1106659e-05,1.640717,False
2480,0.753,0.269,0.7872625,0.39234322,True
2481,0.43325,0.20725,0.42072326,0.3391395,False
2482,0.438,0.05675,0.42811525,0.19898358,False
2483,0.5585,0.58875,0.5711629,0.7298767,False
2484,0.56675,0.895,0.5824926,1.671494,False
2485,0.99825,0.232,0.9986986,0.3612965,True
2486,0.5655,0.482,0.581482,0.608477,False
2487,0.49525,0.4825,0.49446207,0.60950243,False
2488,0.4185,0.85075,0.4012229,1.4189405,False
2489,0.92175,0.481,0.95012,0.60792905,True
2490,0.62275,0.1155,0.63847166,0.2601123,True
2491,0.5355,0.00925,0.5438374,0.12846105,False
2492,0.40575,0.18075,0.3839687,0.31770584,False
2493,0.154,0.88725,0.10321714,1.6145103,False
2494,0.84,0.498,0.8849602,0.6257422,True
2495,0.033,0.01725,0.003636086,0.14351873,False
2496,0.3095,0.66925,0.28298178,0.8703085,False
2497,0.32575,0.098,0.3003789,0.2441268,False
2498,0.23275,0.073,0.19418377,0.21816961,False
2499,0.058,0.29075,0.01669761,0.41247913,False
2500,0.318,0.94625,0.29093635,2.3005805,False
2501,0.87375,0.6595,0.9124299,0.8530244,True
2502,0.51975,0.15325,0.5252375,0.29587868,False
2503,0.37675,0.52725,0.3563919,0.6570693,False
2504,0.23,0.8595,0.19173701,1.4497021,False
2505,0.45075,0.091,0.44131827,0.23859611,False
2506,0.55425,0.60525,0.5660221,0.7541662,False
2507,0.68475,0.66,0.7055703,0.85468376,True
2508,0.75925,0.82125,0.7926328,1.2757828,True
2509,0.36675,0.6305,0.34859884,0.7973567,False
2510,0.32625,0.75725,0.30197123,1.073936,False
2511,0.78275,0.62925,0.8191435,0.79442525,True
2512,0.8505,0.364,0.8909996,0.48764232,True
2513,0.88225,0.9505,0.91957694,2.4526653,True
2514,0.39975,0.48875,0.37665263,0.61611897,False
2515,0.4655,0.2605,0.45747218,0.38641134,False
2516,0.97775,0.314,0.9836982,0.43044287,True
2517,0.71,0.16875,0.7341592,0.3062674,True
2518,0.19925,0.22925,0.15835497,0.35797477,False
2519,0.132,0.796,0.07942678,1.1861662,False
2520,0.097,0.80875,0.045638595,1.2238294,False
2521,0.94275,0.336,0.96237487,0.4549464,True
2522,0.75125,0.162,0.7851164,0.3014145,True
2523,0.82625,0.1175,0.870582,0.26283705,True
2524,0.65475,0.3425,0.67371815,0.46036574,True
2525,0.65375,0.11775,0.67222756,0.26289332,True
2526,0.7075,0.10875,0.73146313,0.25395778,True
2527,0.6655,0.7245,0.68434983,0.9971385,True
2528,0.91925,0.82225,0.9490836,1.2789873,True
2529,0.548,0.407,0.55690366,0.52895707,False
2530,0.56625,0.71025,0.58190167,0.9624453,False
2531,0.361,0.7345,0.34376514,1.0175778,False
