example_index,risk_rank,gradient_magnitude_rank,risk_score,gradient_magnitude,high_risk
1002,0.06075,0.24425,0.018429361,0.37205163,False
1003,0.4125,0.35325,0.39116162,0.4761364,False
1004,0.376,0.35775,0.3556213,0.48084453,False
1005,0.32925,0.42225,0.30516014,0.5434612,False
1006,0.366,0.056,0.34794563,0.19775473,False
1007,0.52075,0.41925,0.52560854,0.5399079,False
1008,0.1715,0.08575,0.12618642,0.23197524,False
1009,0.66375,0.7665,0.68338704,1.0945601,True
1010,0.557,0.60675,0.5693099,0.7554829,False
1011,0.3305,0.666,0.30625343,0.8648467,False
1012,0.45525,0.66275,0.44768313,0.86002785,False
1013,0.3775,0.6275,0.35691226,0.78912556,False
1014,0.45225,0.3995,0.44305444,0.5218991,False
1015,0.424,0.43075,0.4079081,0.55280924,False
1016,0.07025,0.54125,0.024070458,0.6710808,False
1017,0.2955,0.39125,0.26845613,0.512626,False
1018,0.076,0.58425,0.028881121,0.7271999,False
1019,0.04525,0.047,0.0085680215,0.18645574,False
1020,0.07,0.019,0.023817549,0.14828928,False
1021,0.03275,0.589,0.003587562,0.730103,False
1022,0.40375,0.3565,0.37991378,0.47954288,False
1023,0.0485,0.57575,0.010201366,0.7165851,False
1024,0.904,0.518,0.9387547,0.64840394,True
1025,0.70475,0.31625,0.72795933,0.43309304,True
1026,0.536,0.821,0.5452726,1.2745166,False
1027,0.667,0.8545,0.6859574,1.4358206,True
1028,0.51875,0.73425,0.5241477,1.0158988,False
1029,0.84475,0.92525,0.8867744,1.9860585,True
1030,0.79875,0.1575,0.84010935,0.29920653,True
1031,0.7475,0.04675,0.7796666,0.18570335,True
1032,0.64625,0.09225,0.66233796,0.23887302,True
1033,0.21225,0.58125,0.17376567,0.72402763,False
1034,0.24625,0.1325,0.20863187,0.2799678,False
1035,0.8205,0.41125,0.8640788,0.5325765,True
1036,0.64,0.56925,0.65312046,0.70941395,True
1037,0.384,0.8815,0.36187676,1.5772517,False
1038,0.95925,0.96225,0.97280735,2.8794727,True
1039,0.757,0.9265,0.78981197,1.9934049,True
1040,0.92975,0.502,0.955389,0.6301106,True
1041,0.83525,0.5255,0.8803154,0.6553913,True
1042,0.57,0.7555,0.58543754,1.0702386,False
1043,0.65225,0.5815,0.6690152,0.7243493,True
1044,0.3565,0.8175,0.33895203,1.2561297,False
1045,0.195,0.5415,0.15444161,0.6712599,False
1046,0.2745,0.851,0.24361785,1.4191834,False
1047,0.09725,0.93975,0.04586944,2.2087872,False
1048,0.44,0.701,0.42973903,0.93579334,False
1049,0.454,0.96425,0.44516322,2.9815044,False
1050,0.9465,0.87525,0.9646738,1.538287,True
1051,0.237,0.95625,0.19706786,2.6475818,False
1052,0.3505,0.07425,0.3303962,0.2190301,False
1053,0.94475,0.69625,0.9635631,0.9243622,True
1054,0.87025,0.6955,0.9088126,0.9234886,True
1055,0.80275,0.00575,0.84523255,0.11215185,True
1056,0.76075,0.059,0.7955726,0.20157038,True
1057,0.859,0.489,0.89867544,0.61612463,True
1058,0.883,0.938,0.9199118,2.1955144,True
1059,0.554,0.32825,0.5648152,0.44581765,False
1060,0.61675,0.3925,0.63237643,0.5131547,True
1061,0.23725,0.03,0.19738242,0.1619043,False
1062,0.5105,0.32625,0.5139901,0.4429492,False
1063,0.13725,0.38625,0.08527068,0.5094595,False
1064,0.72725,0.33,0.75680184,0.4477769,True
1065,0.699,0.01225,0.7219956,0.13400337,True
1066,0.41125,0.00025,0.3903385,0.06888097,False
1067,0.794,0.7325,0.8338173,1.0121909,True
1068,0.31225,0.338,0.2850305,0.45720688,False
1069,0.121,0.1215,0.07024578,0.26809365,False
1070,0.10575,0.54525,0.05447524,0.67801815,False
1071,0.0305,0.9245,0.002683651,1.9764644,False
1072,0.8545,0.7085,0.8938083,0.95828176,True
1073,0.92075,0.35275,0.9494872,0.4755975,True
1074,0.6645,0.0245,0.6836614,0.15429398,True
1075,0.509,0.43875,0.5122784,0.56479335,False
1076,0.31325,0.4855,0.28653345,0.6124952,False
1077,0.24525,0.22325,0.20814247,0.35209042,False
1078,0.147,0.6655,0.09553361,0.86294067,False
1079,0.023,0.3915,0.0009525391,0.51273715,False
1080,0.0255,0.12875,0.0014428515,0.27716392,False
1081,0.8525,0.1195,0.89253694,0.26465836,True
1082,0.89,0.16375,0.92593575,0.30283275,True
1083,0.57975,0.21825,0.5947082,0.3478075,False
1084,0.63575,0.48625,0.64983207,0.6138578,True
1085,0.3085,0.48975,0.28259373,0.6171159,False
1086,0.41775,0.689,0.3991216,0.90684927,False
1087,0.38975,0.216,0.36787,0.34610015,False
1088,0.777,0.7835,0.81273293,1.1465188,True
1089,0.99625,0.988,0.9965577,8.460583,True
1090,0.181,0.717,0.1349603,0.9823379,False
1091,0.10175,0.679,0.050758634,0.88931495,False
1092,0.5815,0.9255,0.59579,1.9863088,False
1093,0.196,0.7965,0.15542173,1.18743,False
1094,0.51575,0.8805,0.5206041,1.5721787,False
1095,0.17925,0.3485,0.13206151,0.470122,False
1096,0.204,0.07075,0.16497824,0.21481217,False
1097,0.59675,0.672,0.6097545,0.87471586,True
1098,0.537,0.743,0.54628444,1.0368657,False
1099,0.26525,0.97925,0.23326673,4.7129626,False
1100,0.721,0.76975,0.7483505,1.1005386,True
1101,0.40675,0.50175,0.38483354,0.63001865,False
1102,0.57825,0.499,0.5933297,0.62650496,False
1103,0.41325,0.8605,0.3925621,1.4530935,False
1104,0.75475,0.68625,0.7879044,0.9021334,True
1105,0.57875,0.37925,0.59396124,0.49912792,False
1106,0.89775,0.38575,0.9325824,0.5085869,True
1107,0.042,0.287,0.0074786115,0.4079394,False
1108,0.24925,0.92475,0.21242033,1.982548,False
1109,0.056,0.99225,0.015239412,10.1528845,False
1110,0.03675,0.97375,0.0052394327,3.9653652,False
1111,0.9875,0.41225,0.98987466,0.5328593,True
1112,0.69225,0.697,0.716094,0.92633885,True
1113,0.18025,0.5745,0.13353758,0.7147414,False
1114,0.12125,0.66075,0.0703529,0.8552807,False
1115,0.04325,0.0185,0.007792461,0.1470176,False
1116,0.037,0.221,0.0052724946,0.34963235,False
1117,0.041,0.485,0.006763367,0.6120791,False
1118,0.01175,0.36175,8.517563e-05,0.4854783,False
1119,0.938,0.324,0.96021754,0.4413703,True
1120,0.53725,0.389,0.5465639,0.5109284,False
1121,0.25125,0.0115,0.21461253,0.13275343,False
1122,0.26725,0.1345,0.23575307,0.28187275,False
1123,0.818,0.928,0.8619631,2.0375352,True
1124,0.63325,0.56875,0.64760655,0.7088372,True
1125,0.35875,0.09125,0.3409883,0.23870985,False
1126,0.2935,0.13075,0.26613802,0.27874103,False
1127,0.18275,0.04175,0.13661173,0.17986204,False
1128,0.21525,0.1545,0.17724746,0.29631922,False
1129,0.8555,0.9115,0.8951985,1.8073987,True
1130,0.628,0.0625,0.642407,0.20630753,True
1131,0.5455,0.2115,0.5551168,0.34129566,False
1132,0.482,0.32875,0.48086786,0.44666556,False
1133,0.435,0.89375,0.42416242,1.6597604,False
1134,0.034,0.77425,0.004275138,1.1215457,False
1135,0.7715,0.08925,0.8066977,0.23560908,True
1136,0.5515,0.614,0.56294554,0.7676548,False
1137,0.8345,0.1065,0.8785962,0.2515968,True
1138,0.90075,0.32975,0.93549764,0.44770047,True
1139,0.2425,0.21175,0.20518506,0.34131354,False
1140,0.23125,0.329,0.19287664,0.44715747,False
1141,0.08425,0.07325,0.0355122,0.21819778,False
1142,0.05175,0.3625,0.012492641,0.48602384,False
1143,0.36625,0.64975,0.34819925,0.83403033,False
1144,0.37625,0.55825,0.3558109,0.6957079,False
1145,0.61775,0.427,0.63285977,0.549408,True
1146,0.23375,0.96475,0.19437467,3.0179944,False
1147,0.9425,0.9315,0.9623046,2.0832717,True
1148,0.7845,0.27775,0.8212636,0.40013498,True
1149,0.71125,0.0455,0.7362655,0.1831068,True
1150,0.27375,0.1035,0.24294882,0.24933057,False
1151,0.01425,0.024,0.00024503117,0.15392831,False
1152,0.01325,0.529,0.00015588207,0.65888935,False
1153,0.0065,0.1775,1.5824213e-05,0.31433046,False
1154,0.964,0.567,0.97517115,0.70647454,True
1155,0.52575,0.8745,0.53263396,1.5335871,False
1156,0.383,0.8475,0.3613312,1.4026161,False
1157,0.666,0.75275,0.6851964,1.0625138,True
1158,0.58025,0.9545,0.5948646,2.5677419,False
1159,0.451,0.88225,0.44159544,1.5852673,False
1160,0.55875,0.9975,0.57266575,12.414898,False
1161,0.73275,0.4895,0.76116043,0.6165332,True
1162,0.447,0.4725,0.43712166,0.59901476,False
1163,0.613,0.09425,0.627904,0.24103051,True
1164,0.16325,0.63075,0.115831204,0.7974712,False
1165,0.176,0.023,0.1298512,0.15280615,False
1166,0.22575,0.9015,0.18725438,1.7186188,False
1167,0.86275,0.21225,0.9026114,0.3423774,True
1168,0.488,0.826,0.48474446,1.297125,False
1169,0.5405,0.298,0.548928,0.41774303,False
1170,0.6305,0.04725,0.64449227,0.18651855,True
1171,0.07375,0.12975,0.02713032,0.27825332,False
1172,0.994,0.64825,0.99396324,0.8292876,True
1173,0.6815,0.052,0.70206314,0.1928405,True
1174,0.5525,0.24175,0.56398255,0.37020722,False
1175,0.428,0.2365,0.41261634,0.36620596,False
1176,0.92,0.941,0.94926,2.2211607,True
1177,0.32125,0.734,0.29400495,1.0146999,False
1178,0.1515,0.838,0.100047186,1.3584579,False
1179,0.17475,0.79475,0.12878428,1.1827898,False
1180,0.45025,0.889,0.44109476,1.6230875,False
1181,0.56525,0.76625,0.581205,1.0941077,False
1182,0.588,0.5205,0.60184115,0.64991575,False
1183,0.26075,0.17425,0.22820745,0.31190115,False
1184,0.28475,0.33175,0.25563905,0.45061162,False
1185,0.281,0.40525,0.25125486,0.5272698,False
1186,0.432,0.05525,0.41908392,0.19661115,False
1187,0.752,0.0845,0.78589225,0.231002,True
1188,0.0825,0.5995,0.03379924,0.74393624,False
1189,0.14025,0.5165,0.08755569,0.6448553,False
1190,0.97625,0.622,0.98330355,0.78236336,True
1191,0.43875,0.79325,0.42843378,1.1783534,False
1192,0.1805,0.9345,0.1337093,2.130016,False
1193,0.18775,0.982,0.14338863,5.662811,False
1194,0.48875,0.7915,0.48504734,1.1696309,False
1195,0.8815,0.90725,0.91926634,1.7745738,True
1196,0.692,0.57175,0.7151202,0.71281105,True
1197,0.05675,0.995,0.016250761,11.044851,False
1198,0.46175,0.35525,0.45476216,0.47812474,False
1199,0.1835,0.312,0.13726865,0.42824578,False
1200,0.6325,0.76325,0.64632607,1.0873103,True
1201,0.8395,0.88025,0.8841152,1.5720795,True
1202,0.586,0.89125,0.59987086,1.6371568,False
1203,0.5505,0.9185,0.5618534,1.8978646,False
1204,0.84225,0.88575,0.88622797,1.6086718,True
1205,0.6125,0.3305,0.6272132,0.44865802,True
1206,0.86525,0.47,0.90446514,0.59680265,True
1207,0.452,0.097,0.44302422,0.24245173,False
1208,0.39525,0.84775,0.37218133,1.4026204,False
1209,0.9555,0.891,0.97030985,1.6369742,True
1210,0.496,0.91375,0.49638805,1.8474523,False
1211,0.6705,0.93225,0.6909773,2.1045911,True
1212,0.99925,0.898,0.99980956,1.7016912,True
1213,0.90375,0.7495,0.9385668,1.0540155,True
1214,0.2105,0.34675,0.17255133,0.46561876,False
1215,0.22025,0.493,0.18155846,0.62047845,False
1216,0.20575,0.211,0.16803423,0.34095004,False
1217,0.82,0.4385,0.86340284,0.5644883,True
1218,0.72875,0.82725,0.7573084,1.2998699,True
1219,0.99375,0.52775,0.9938161,0.6574207,True
1220,0.06625,0.818,0.021773458,1.2580101,False
1221,0.062,0.97525,0.019225953,4.131471,False
1222,0.63875,0.18675,0.6526835,0.32132435,True
1223,0.57925,0.16,0.5941019,0.30025673,False
1224,0.34075,0.0655,0.31658474,0.20916724,False
1225,0.4785,0.2635,0.47640586,0.3884725,False
1226,0.471,0.0105,0.46368483,0.13077399,False
1227,0.867,0.6675,0.9056821,0.8662545,True
1228,0.6615,0.49975,0.68130666,0.6282576,True
1229,0.46475,0.15925,0.45637628,0.30000192,False
1230,0.58525,0.31475,0.59866905,0.43103024,False
1231,0.4315,0.21975,0.41889867,0.3491136,False
1232,0.11975,0.62475,0.069587275,0.78640103,False
1233,0.9795,0.8865,0.9847165,1.6111537,True
1234,0.756,0.921,0.78913,1.9332,True
1235,0.69375,0.827,0.7179355,1.2990209,True
1236,0.987,0.7675,0.98945504,1.0950236,True
1237,0.79,0.9865,0.82781714,7.753803,True
1238,0.89225,0.91025,0.9289631,1.7953297,True
1239,0.92025,0.8645,0.9493468,1.4692144,True
1240,0.7575,0.42,0.790254,0.5410821,True
1241,0.7045,0.39575,0.7279086,0.5173962,True
1242,0.80075,0.234,0.8428833,0.3625247,True
1243,0.46675,0.4975,0.45877525,0.62566817,False
1244,0.3,0.952,0.27223328,2.5004547,False
1245,0.72375,0.3015,0.7529288,0.4208054,True
1246,0.4855,0.238,0.48295897,0.3669178,False
1247,0.505,0.2665,0.5077655,0.39013487,False
1248,0.29425,0.148,0.26703104,0.291567,False
1249,0.62975,0.823,0.6441235,1.2815942,True
1250,0.74425,0.59575,0.77716744,0.73837495,True
1251,0.5935,0.943,0.60690105,2.2452114,True
1252,0.93175,0.678,0.9558579,0.8867881,True
1253,0.8295,0.42875,0.8743275,0.55078983,True
1254,0.95425,0.17075,0.9694096,0.30801854,True
1255,0.75,0.23325,0.7828293,0.36235982,True
1256,0.403,0.5825,0.37899044,0.7248774,False
1257,0.806,0.87125,0.8480676,1.5072303,True
1258,0.74075,0.103,0.77082056,0.24846739,True
1259,0.95825,0.90875,0.97191733,1.790012,True
1260,0.5685,0.75375,0.584419,1.0654072,False
1261,0.8775,0.319,0.9162358,0.43521327,True
1262,0.39325,0.1905,0.37037727,0.32435074,False
1263,0.78775,0.24975,0.8258148,0.37668666,True
1264,0.33475,0.153,0.30954793,0.29585606,False
1265,0.53525,0.76775,0.54325765,1.0962098,False
1266,0.317,0.0885,0.28869417,0.23490259,False
1267,0.5365,0.8615,0.546262,1.4583092,False
1268,0.57025,0.58725,0.5858439,0.7293125,False
1269,0.23775,0.83675,0.19820246,1.3524854,False
1270,0.29325,0.83625,0.2660181,1.347334,False
1271,0.47375,0.24325,0.46567833,0.37114754,False
1272,0.755,0.7535,0.7879997,1.0651373,True
1273,0.87275,0.83,0.91106105,1.3118026,True
1274,0.3715,0.97125,0.35283917,3.5380669,False
1275,0.91725,0.87625,0.94801146,1.543966,True
1276,0.5305,0.59325,0.5387918,0.7342966,False
1277,0.3815,0.80825,0.36039057,1.2220814,False
1278,0.9735,0.89625,0.98075026,1.6889427,True
1279,0.839,0.89475,0.8840359,1.6709443,True
1280,0.4175,0.03325,0.3985374,0.16637799,False
1281,0.7495,0.7175,0.7825998,0.982647,True
1282,0.387,0.83025,0.36515567,1.3119727,False
1283,0.49575,0.81775,0.49561247,1.2567115,False
1284,0.156,0.55475,0.10434964,0.6917428,False
1285,0.09975,0.37775,0.047996104,0.4977341,False
1286,0.9055,0.92975,0.940111,2.0628011,True
1287,0.73875,0.93575,0.7681142,2.147164,True
1288,0.679,0.9715,0.69960827,3.538105,True
1289,0.98375,0.86575,0.9867951,1.4773948,True
1290,0.7935,0.045,0.8334062,0.18264167,True
1291,0.72,0.27175,0.74732506,0.39592585,True
1292,0.29075,0.579,0.26262206,0.72142595,False
1293,0.7405,0.12625,0.7707937,0.27386367,True
1294,0.0795,0.2455,0.03182665,0.37315473,False
1295,0.08325,0.256,0.03451409,0.3824684,False
1296,0.0895,0.09025,0.039280344,0.23743117,False
1297,0.01875,0.1075,0.00057876605,0.25251085,False
1298,0.00325,0.4245,5.624028e-07,0.54527473,False
1299,0.00375,0.19325,6.5234764e-07,0.32800758,False
1300,0.004,0.5645,8.726871e-07,0.701801,False
1301,0.88825,0.3245,0.9243701,0.44155777,True
1302,0.449,0.23075,0.4404354,0.35928103,False
1303,0.41575,0.633,0.39501628,0.8005911,False
1304,0.6795,0.855,0.70014924,1.4360155,True
1305,0.4065,0.138,0.38480476,0.28430402,False
1306,0.87325,0.9325,0.9117021,2.1105304,True
1307,0.3495,0.972,0.3290872,3.5512335,False
1308,0.529,0.99025,0.537136,9.03861,False
1309,0.37275,0.1515,0.35364676,0.2944386,False
1310,0.80525,0.92575,0.8475209,1.9888216,True
1311,0.86625,0.87425,0.9049657,1.5326036,True
1312,0.66075,0.7025,0.6807517,0.9409886,True
1313,0.0935,0.73125,0.042870313,1.0104762,False
1314,0.10025,0.46,0.04875092,0.58651376,False
1315,0.0235,0.258,0.0009801448,0.38406527,False
1316,0.01775,0.25825,0.0005403103,0.3842378,False
1317,0.024,0.22225,0.001075739,0.35121235,False
1318,0.01475,0.538,0.00031530182,0.6676618,False
1319,0.021,0.75075,0.00071610825,1.0558729,False
1320,0.0215,0.783,0.00078418804,1.1446025,False
1321,0.32375,0.06175,0.29812852,0.20571905,False
1322,0.3555,0.32025,0.33808193,0.43632364,False
1323,0.20025,0.61975,0.15978858,0.7790744,False
1324,0.19775,0.65425,0.15762259,0.8431643,False
1325,0.30725,0.01425,0.28013563,0.13767304,False
1326,0.151,0.22525,0.09919598,0.35447544,False
1327,0.1815,0.19,0.13567935,0.32357472,False
1328,0.0835,0.0565,0.03461478,0.19874527,False
1329,0.79475,0.454,0.83448327,0.58022785,True
1330,0.856,0.68275,0.8958779,0.8944366,True
1331,0.6465,0.7225,0.66255754,0.9926833,True
1332,0.59075,0.76575,0.6043608,1.0937126,False
1333,0.969,0.90625,0.9771816,1.7642804,True
1334,0.7675,0.79925,0.8037108,1.1924846,True
1335,0.64825,0.105,0.6651005,0.25042287,True
1336,0.70925,0.8975,0.7333595,1.6957188,True
1337,0.9765,0.95575,0.98338455,2.5984707,True
1338,0.93425,0.74725,0.95738506,1.048406,True
1339,0.6745,0.3185,0.6944581,0.43447042,True
1340,0.79725,0.46975,0.83868474,0.596462,True
1341,0.3465,0.466,0.32422218,0.59162754,False
1342,0.3135,0.252,0.2866838,0.37913293,False
1343,0.3445,0.0705,0.3220385,0.2147052,False
1344,0.26775,0.07825,0.2363556,0.22463253,False
1345,0.4425,0.4175,0.43196422,0.53835464,False
1346,0.063,0.4325,0.019619033,0.5551973,False
1347,0.06825,0.122,0.02284366,0.2684607,False
1348,0.97825,0.70325,0.98400575,0.94201595,True
1349,0.65175,0.371,0.6686175,0.4926808,True
1350,0.52725,0.17275,0.5341644,0.31077868,False
1351,0.5135,0.77325,0.51943344,1.1193041,False
1352,0.59875,0.03825,0.6131126,0.17325713,True
1353,0.80225,0.376,0.84441745,0.49638057,True
1354,0.7955,0.91875,0.8367653,1.9020464,True
1355,0.411,0.56375,0.39021897,0.701099,False
1356,0.31925,0.01275,0.2926965,0.13508455,False
1357,0.55525,0.002,0.56756747,0.08643503,False
1358,0.887,0.85425,0.92267483,1.4341286,True
1359,0.90025,0.71625,0.9352928,0.9790444,True
1360,0.91375,0.83375,0.94544214,1.3314977,True
1361,0.91425,0.912,0.94554716,1.8111016,True
1362,0.926,0.71225,0.952551,0.96657944,True
1363,0.41675,0.708,0.3981368,0.9566708,False
1364,0.62525,0.768,0.640703,1.0967795,True
1365,0.858,0.92275,0.897658,1.9539204,True
1366,0.57075,0.9695,0.5862077,3.394426,False
1367,0.43925,0.31825,0.42858732,0.43439648,False
1368,0.715,0.4645,0.74029446,0.59012276,True
1369,0.5755,0.05,0.59079987,0.19063094,False
1370,0.9295,0.55875,0.95525193,0.6959581,True
1371,0.393,0.05975,0.37029812,0.20296696,False
1372,0.355,0.08625,0.33717963,0.2325532,False
1373,0.33775,0.2065,0.31244752,0.33787665,False
1374,0.235,0.28375,0.19500211,0.4057715,False
1375,0.15175,0.56125,0.10050907,0.6972404,False
1376,0.0775,0.0485,0.030666979,0.18827367,False
1377,0.08725,0.07725,0.037429374,0.22322658,False
1378,0.06775,0.3375,0.022630977,0.45674172,False
1379,0.02175,0.4265,0.0008084029,0.54932636,False
1380,0.017,0.581,0.0005203579,0.7236588,False
1381,0.89575,0.80125,0.9311175,1.2024626,True
1382,0.835,0.2405,0.8798838,0.36908713,True
1383,0.772,0.366,0.80716026,0.4888452,True
1384,0.426,0.09725,0.40871072,0.24262092,False
1385,0.2925,0.36775,0.26534456,0.4901189,False
1386,0.2755,0.9215,0.24511829,1.9410099,False
1387,0.9475,0.81375,0.96544355,1.239346,True
1388,0.6215,0.59425,0.63693285,0.7352746,True
1389,0.71075,0.8425,0.73527884,1.3812897,True
1390,0.7605,0.56025,0.79550314,0.6966031,True
1391,0.72575,0.8525,0.75552845,1.4257054,True
1392,0.43975,0.308,0.4295589,0.4253938,False
1393,0.6565,0.44075,0.6760966,0.56715524,True
1394,0.09625,0.60175,0.045193404,0.7472281,False
1395,0.06425,0.79175,0.020699643,1.1728424,False
1396,0.642,0.4315,0.656754,0.5540506,True
1397,0.30375,0.277,0.27675986,0.39953393,False
1398,0.86225,0.004,0.90239006,0.09634483,True
1399,0.55125,0.04325,0.56274164,0.18180011,False
1400,0.5635,0.19975,0.579995,0.33256695,False
1401,0.1475,0.283,0.095800586,0.40535688,False
1402,0.07425,0.26725,0.02770738,0.39056727,False
1403,0.057,0.28975,0.016428808,0.4110773,False
1404,0.04975,0.34325,0.01126026,0.4610707,False
1405,0.088,0.51925,0.03822079,0.64933056,False
1406,0.03,0.18225,0.0024230736,0.31824958,False
1407,0.0415,0.2715,0.007254539,0.3958707,False
1408,0.052,0.271,0.012709779,0.39520493,False
1409,0.0575,0.2195,0.016500967,0.34893402,False
1410,0.068,0.32525,0.022767963,0.44191712,False
1411,0.069,0.89,0.023222797,1.630843,False
1412,0.81025,0.73,0.85396355,1.0072043,True
1413,0.8355,0.90075,0.8805342,1.7167795,True
1414,0.381,0.09775,0.36012968,0.24350387,False
1415,0.63275,0.632,0.64681906,0.7990011,True
1416,0.15275,0.14975,0.102619044,0.29305193,False
1417,0.2155,0.51375,0.17753762,0.6424252,False
1418,0.512,0.48475,0.51776993,0.6120663,False
1419,0.456,0.23975,0.4487453,0.36843243,False
1420,0.1945,0.088,0.15408495,0.23430412,False
1421,0.59825,0.583,0.6122598,0.7253576,True
1422,0.14725,0.01475,0.095724195,0.13823992,False
1423,0.80725,0.1995,0.8497922,0.33230925,True
1424,0.913,0.2385,0.944677,0.367874,True
1425,0.303,0.11975,0.27567098,0.26476717,False
1426,0.364,0.4955,0.34577677,0.62304384,False
1427,0.0705,0.45025,0.024140323,0.577236,False
1428,0.10475,0.68875,0.05350962,0.9063498,False
1429,0.23975,0.54075,0.20158356,0.67015475,False
1430,0.011,0.22975,8.1080296e-05,0.3584323,False
1431,0.012,0.2,8.918032e-05,0.3325867,False
1432,0.01025,0.1185,7.642984e-05,0.26380664,False
1433,0.0085,0.5505,5.5140983e-05,0.6844798,False
1434,0.006,0.456,1.1160151e-05,0.5827434,False
1435,0.88375,0.845,0.9205622,1.3916248,True
1436,0.85,0.0855,0.89013356,0.23180306,True
1437,0.66925,0.06025,0.68901294,0.2030421,True
1438,0.895,0.36375,0.9308673,0.4875346,True
1439,0.40775,0.302,0.38654292,0.4210546,False
1440,0.9935,0.445,0.99380475,0.57188135,True
1441,0.4805,0.876,0.47830623,1.5425601,False
1442,0.2705,0.80025,0.23937654,1.1945648,False
1443,0.57325,0.194,0.58863133,0.3286092,False
1444,0.1035,0.90025,0.05212792,1.7125992,False
1445,0.974,0.85125,0.98168755,1.4208411,True
1446,0.8145,0.71425,0.8574563,0.9734589,True
1447,0.49925,0.68425,0.4989502,0.8987928,False
1448,0.45575,0.10375,0.44818434,0.24935408,False
1449,0.20675,0.24625,0.16935809,0.37337822,False
1450,0.08,0.58825,0.032438274,0.7296243,False
1451,0.863,0.91825,0.90278745,1.8976336,True
1452,0.294,0.72075,0.26660368,0.991511,False
1453,0.703,0.25175,0.72551286,0.37906355,True
1454,0.59725,0.33875,0.6101781,0.45762235,True
1455,0.177,0.237,0.13030319,0.36645716,False
1456,0.87175,0.40625,0.9099128,0.528117,True
1457,0.64275,0.0955,0.6578241,0.24145211,True
1458,0.473,0.634,0.4654079,0.8038334,False
1459,0.3865,0.26375,0.36504707,0.38855845,False
1460,0.3025,0.2125,0.27477285,0.34240842,False
1461,0.29625,0.27575,0.26886258,0.39879203,False
1462,0.236,0.272,0.19552138,0.39617854,False
1463,0.152,0.72675,0.1008695,1.0017622,False
1464,0.06925,0.496,0.023508009,0.6244565,False
1465,0.989,0.74275,0.9909434,1.0368068,True
1466,0.33925,0.6045,0.31517398,0.7522462,False
1467,0.2675,0.527,0.23601058,0.65699506,False
1468,0.299,0.117,0.27176705,0.2605952,False
1469,0.1375,0.14325,0.085421875,0.28939834,False
1470,0.95,0.12525,0.9665853,0.27291572,True
1471,0.66875,0.97275,0.6887688,3.8312216,True
1472,0.37475,0.349,0.3549894,0.47093555,False
1473,0.91225,0.687,0.94402486,0.9038376,True
1474,0.9145,0.13025,0.9456155,0.27845228,True
1475,0.80625,0.5405,0.84891075,0.6701248,True
1476,0.25825,0.25225,0.22515887,0.37916407,False
1477,0.7035,0.0235,0.72558767,0.15373132,True
1478,0.9645,0.52125,0.97535866,0.6503934,True
1479,0.686,0.13525,0.70782655,0.28209168,True
1480,0.68025,0.02275,0.7008603,0.15236211,True
1481,0.38025,0.5155,0.35950726,0.6443592,False
1482,0.1955,0.0495,0.15456893,0.1898759,False
1483,0.185,0.43125,0.13823593,0.55360043,False
1484,0.13475,0.11325,0.08380532,0.2575827,False
1485,0.882,0.4395,0.9195353,0.5659025,True
1486,0.52775,0.25375,0.5360579,0.38117328,False
1487,0.549,0.652,0.55798584,0.8381327,False
1488,0.4015,0.28825,0.37781936,0.41021988,False
1489,0.50125,0.56775,0.50130427,0.7067792,False
1490,0.96925,0.7055,0.97726667,0.9476225,True
1491,0.285,0.30475,0.25590017,0.42377567,False
1492,0.6675,0.70575,0.6868704,0.947756,True
1493,0.309,0.896,0.28295362,1.6871938,False
1494,0.35125,0.9945,0.33204222,10.5708475,False
1495,0.73475,0.6125,0.76426286,0.76492935,True
1496,0.70275,0.629,0.7254274,0.7933939,True
1497,0.52825,0.95025,0.5366952,2.452373,False
1498,0.3835,0.47475,0.36182758,0.6006418,False
1499,0.688,0.274,0.71080077,0.39774665,True
1500,0.86025,0.183,0.8999678,0.3186594,True
1501,0.197,0.08225,0.15605392,0.22758383,False
1502,0.23175,0.11225,0.19310072,0.25653598,False
1503,0.14175,0.02925,0.08932525,0.16061898,False
1504,0.90825,0.355,0.941476,0.47730765,True
1505,0.729,0.7255,0.75780344,0.9989901,True
1506,0.49625,0.51,0.496467,0.6376044,False
1507,0.34975,0.98275,0.32943115,5.75999,False
1508,0.92125,0.9005,0.949714,1.7150383,True
1509,0.74675,0.70025,0.77913946,0.93243974,True
1510,0.98725,0.57325,0.9896441,0.71412796,True
1511,0.6915,0.0005,0.7145146,0.07891086,True
1512,0.8835,0.05625,0.92008466,0.19829263,True
1513,0.348,0.61575,0.32796142,0.76972973,False
1514,0.93875,0.27725,0.9605718,0.3997775,True
1515,0.12675,0.78,0.07584202,1.1378042,False
1516,0.88,0.1645,0.9181321,0.30338508,True
1517,0.2375,0.15275,0.19791533,0.2955933,False
1518,0.27325,0.55375,0.24233338,0.68951595,False
1519,0.70625,0.39275,0.7300374,0.51339847,True
1520,0.84025,0.71,0.8850313,0.96104884,True
1521,0.477,0.677,0.47348297,0.8863741,False
1522,0.49825,0.27025,0.49833697,0.39476416,False
1523,0.03225,0.49475,0.0034072541,0.6224653,False
1524,0.27925,0.05125,0.24851389,0.19195174,False
1525,0.0145,0.00525,0.00026901765,0.11118443,False
1526,0.0335,0.648,0.0040172217,0.8283977,False
1527,0.05925,0.16975,0.017592657,0.307184,False
1528,0.73025,0.01525,0.75937486,0.13992456,True
1529,0.45325,0.219,0.4443541,0.3483873,False
