method,seed,task,n,cpa_n,overall,cpa,initial_overall_fde,initial_cpa_fde,random,cpa_minus_random,permutation_p_random,matched,cpa_minus_matched,permutation_p_matched,cpa_minus_overall
finetune,59,speed15,2000,702,23.501644673034548,31.124737193123398,9.414295786693692,9.820687771841161,24.61532900035931,6.509408192764088,0.000999000999000999,24.794178744610907,6.330558448512491,0.000999000999000999,7.62309252008885
finetune,59,alt180,2000,802,0.18931706403940915,0.7760649763437876,11.98628816384077,11.684601534483141,0.24636485788334772,0.5297001184604399,0.000999000999000999,0.2448418464319094,0.5312231299118781,0.000999000999000999,0.5867479123043784
finetune,59,speed10,2000,674,37.46532494353503,44.96123440077291,8.410121547229588,8.35425566959275,37.619710161675535,7.3415242390973745,0.000999000999000999,37.72863090814657,7.232603492626339,0.000999000999000999,7.495909457237879
finetune,71,baseline,2000,887,9.335515867814422,12.201900231193125,12.592665923967958,11.92333992727714,9.478718987779668,2.723181243413457,0.000999000999000999,9.442052623987276,2.759847607205849,0.000999000999000999,2.866384363378703
finetune,71,wind5,2000,986,13.055427513480186,15.959658349866073,11.629271073877812,11.105545029799789,13.095154844949514,2.8645035049165593,0.000999000999000999,13.158876398634789,2.8007819512312846,0.000999000999000999,2.904230836385887
finetune,71,speed15,2000,702,22.579532338380815,29.65003224052595,9.260584208011627,9.771064350662748,23.517182579677332,6.132849660848617,0.000999000999000999,23.621871366264752,6.0281608742611965,0.000999000999000999,7.070499902145134
finetune,71,alt180,2000,802,0.3754388282895088,1.072925229359446,12.04303355680406,11.648783848581468,0.4286421285076134,0.6442831008518326,0.000999000999000999,0.4671698651898389,0.6057553641696072,0.000999000999000999,0.6974864010699372
finetune,71,speed10,2000,674,37.83010888519883,46.211902358853855,8.276706776231528,8.17958400290161,37.983287274919824,8.22861508393403,0.000999000999000999,38.259197216668596,7.952705142185259,0.000999000999000999,8.381793473655023
finetune,89,baseline,2000,887,12.7368464724198,15.379392503818503,12.658665160261094,12.014187332944106,12.945599511467556,2.4337929923509467,0.000999000999000999,12.816967178115933,2.56242532570257,0.000999000999000999,2.6425460313987035
finetune,89,wind5,2000,986,17.47585402301699,18.67089573617337,11.758174877129495,11.338999518894157,17.499296756543526,1.1715989796298452,0.000999000999000999,17.4363126673469,1.2345830688264705,0.000999000999000999,1.1950417131563817
finetune,89,speed15,2000,702,32.44348193377257,39.80095575686194,9.284742590129376,9.942283122542916,33.68185553014162,6.11910022672032,0.000999000999000999,33.89156196534801,5.909393791513928,0.000999000999000999,7.3574738230893715
finetune,89,alt180,2000,802,0.24970713942497968,0.8529146760330533,12.02643876374513,11.622932424494751,0.2744600057488207,0.5784546702842326,0.000999000999000999,0.29555357203913835,0.5573611039939149,0.000999000999000999,0.6032075366080736
finetune,89,speed10,2000,674,56.037688390046355,62.61451385035359,8.273182649344205,8.240322981460865,56.23354804152039,6.380965808833196,0.000999000999000999,56.43502137389416,6.17949247645943,0.000999000999000999,6.576825460307234
finetune,107,baseline,2000,887,3.5430087298825383,6.48384876851635,13.198364763490856,12.581291804201438,3.525231809601939,2.958616958914411,0.000999000999000999,3.6118914377228686,2.8719573307934816,0.000999000999000999,2.940840038633812
