method,seed,task,cpa_minus_50bin,initial_50bin_residual,cpa_minus_nearest_non_cpa,initial_nearest_residual,nearest_initial_mae,nearest_initial_max,cpa_n,unique_donors
cgsm_dual,89,baseline,-0.1302855043434849,-0.03029052658049558,-0.22254384975153807,0.0392873246882115,0.14339230952967114,17.762954711914062,887,536
cgsm_dual,89,wind5,-0.09881222880491568,-0.0016724242992491867,-0.2496929117922367,0.009427175923244949,0.1783378090384524,3.877513885498047,986,527
cgsm_dual,89,speed15,0.07223932393245973,0.07343475394126386,-0.043947886940930304,0.14839141966610553,0.22965301152987358,41.235565185546875,702,485
cgsm_dual,89,alt180,0.5984978880527544,-0.0066985402104311476,1.1606546589858515,0.0032287557746406804,0.15396020496426674,7.428565979003906,802,498
cgsm_dual,89,speed10,-0.18296694233371355,0.025990905100638173,-0.24850545275282082,0.026053761936259908,0.09899784595835456,6.859874725341797,674,473
cgsm_dual,107,baseline,-0.09550588703412077,-0.02038067348386363,0.041926776526208125,0.0271618785053122,0.1530011614622903,14.989051818847656,887,530
cgsm_dual,107,wind5,-0.04168460913901606,0.009897763167765916,-0.11240409556436248,0.024688846169088723,0.14617310313254775,3.5084228515625,986,557
cgsm_dual,107,speed15,-0.08621900990249548,0.0403165096234428,-0.2640170413374561,0.19084854564096174,0.26843092125705165,42.1556510925293,702,479
cgsm_dual,107,alt180,0.3602651918553721,-0.06064959311155427,0.4916052308463099,0.01832966138597141,0.15335912329894943,19.982742309570312,802,501
cgsm_dual,107,speed10,-0.03860944973996283,0.01569935058571481,0.0015156361929386942,0.04307034912378215,0.10563415598444839,10.017169952392578,674,495
dualls_adapted,7,baseline,-0.07785995387468747,-0.030327218904584896,-0.1691273031199798,0.04104604866889042,0.14679048224662042,15.17791748046875,887,531
dualls_adapted,7,wind5,-0.04288947323924966,0.01589886425043119,-0.06812655835074295,0.006496847884891966,0.15988697217395775,3.8485336303710938,986,563
dualls_adapted,7,speed15,0.013797624923390936,0.13224946421667383,-0.1486909402444152,0.178526692686767,0.24792218010904443,43.54873275756836,702,482
dualls_adapted,7,alt180,0.2902438363931626,0.004841836858517468,0.6134752976775467,0.02377112555384933,0.14498561643008281,9.461349487304688,802,533
dualls_adapted,7,speed10,0.09378387899366179,0.0161782174682763,0.21554039016321788,0.01527036023422943,0.08907770977883381,6.995662689208984,674,486
dualls_adapted,11,baseline,-0.004864094602200608,-0.012948874892016349,-0.2758039875121907,0.03982115833439445,0.12524045635909345,15.431640625,887,538
dualls_adapted,11,wind5,-0.20522124656095297,0.0016093877755594121,-0.574335255136838,-0.007847354450767471,0.1507198650986863,4.047615051269531,986,541
dualls_adapted,11,speed15,-0.04876376325225404,0.11010979640111174,-0.03606000979911228,0.1503011490035261,0.23162932214234289,43.35200881958008,702,486
dualls_adapted,11,alt180,0.34283862645579555,0.006195732762677153,0.5024309914345456,0.009723760689285925,0.11484549274468363,5.347866058349609,802,507
