method,seed,task,initial_tp,initial_fn,initial_fp,initial_tn,initial_fnr,initial_fpr,final_tp,final_fn,final_fp,final_tn,final_fnr,final_fpr,delta_fnr,delta_fpr
finetune,47,speed10,111,13,14,826,0.10483870967741936,0.016666666666666666,101,23,65,775,0.18548387096774194,0.07738095238095238,0.08064516129032258,0.06071428571428572
finetune,59,baseline,153,10,14,513,0.06134969325153374,0.026565464895635674,149,14,15,512,0.08588957055214724,0.028462998102466792,0.0245398773006135,0.001897533206831118
finetune,59,wind5,107,7,17,406,0.06140350877192982,0.04018912529550828,105,9,24,399,0.07894736842105263,0.05673758865248227,0.017543859649122806,0.01654846335697399
finetune,59,speed15,116,12,11,771,0.09375,0.014066496163682864,113,15,29,753,0.1171875,0.0370843989769821,0.0234375,0.023017902813299233
finetune,59,alt180,133,7,10,627,0.05,0.015698587127158554,133,7,10,627,0.05,0.015698587127158554,0.0,0.0
finetune,59,speed10,108,16,16,824,0.12903225806451613,0.01904761904761905,104,20,59,781,0.16129032258064516,0.07023809523809524,0.03225806451612903,0.05119047619047619
finetune,71,baseline,152,11,12,515,0.06748466257668712,0.022770398481973434,150,13,15,512,0.07975460122699386,0.028462998102466792,0.012269938650306747,0.005692599620493358
finetune,71,wind5,107,7,16,407,0.06140350877192982,0.037825059101654845,105,9,21,402,0.07894736842105263,0.04964539007092199,0.017543859649122806,0.011820330969267143
finetune,71,speed15,115,13,12,770,0.1015625,0.015345268542199489,113,15,30,752,0.1171875,0.03836317135549872,0.015625,0.023017902813299233
finetune,71,alt180,130,10,10,627,0.07142857142857142,0.015698587127158554,134,6,10,627,0.04285714285714286,0.015698587127158554,-0.028571428571428567,0.0
finetune,71,speed10,108,16,13,827,0.12903225806451613,0.015476190476190477,100,24,57,783,0.1935483870967742,0.06785714285714285,0.06451612903225806,0.052380952380952375
finetune,89,baseline,152,11,15,512,0.06748466257668712,0.028462998102466792,151,12,15,512,0.0736196319018405,0.028462998102466792,0.0061349693251533804,0.0
finetune,89,wind5,106,8,17,406,0.07017543859649122,0.04018912529550828,105,9,26,397,0.07894736842105263,0.061465721040189124,0.008771929824561403,0.021276595744680847
finetune,89,speed15,116,12,10,772,0.09375,0.01278772378516624,110,18,34,748,0.140625,0.043478260869565216,0.046875,0.030690537084398978
finetune,89,alt180,133,7,10,627,0.05,0.015698587127158554,130,10,9,628,0.07142857142857142,0.0141287284144427,0.021428571428571422,-0.0015698587127158537
finetune,89,speed10,109,15,13,827,0.12096774193548387,0.015476190476190477,103,21,66,774,0.1693548387096774,0.07857142857142857,0.04838709677419353,0.0630952380952381
finetune,107,baseline,154,9,13,514,0.05521472392638037,0.024667931688804556,152,11,15,512,0.06748466257668712,0.028462998102466792,0.012269938650306747,0.003795066413662236
finetune,107,wind5,105,9,19,404,0.07894736842105263,0.04491725768321513,107,7,20,403,0.06140350877192982,0.04728132387706856,-0.017543859649122806,0.0023640661938534244
